chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
7	ENSG00000087077	TRIP6	0.0002979	3.617	++	Not differentially expressed	0.0	0.007	1	0.9319
1	ENSG00000240667	NBPF18P	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
13	ENSG00000125245	GPR18	0.4378	-0.776	+-	Not differentially expressed	23.8	1.312	1	0.252
X	ENSG00000077721	UBE2A	0.9745	-0.032	+-	Not differentially expressed	0.0	0.012	1	0.9125
17	ENSG00000108932	SLC16A6	0.01713	-2.384	--	Not differentially expressed	75.5	4.076	1	0.04351
19	ENSG00000267736	HMGB2P1	0.631	-0.48	-0	Not differentially expressed	0.0	0.343	1	0.558
13	ENSG00000277640	AL445647.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000141232	TOB1	0.001369	3.201	++	Not differentially expressed	0.0	0.0	1	0.9948
19	ENSG00000242221	PSG2	0.9471	0.066	-+	Not differentially expressed	84.2	6.34	1	0.01181
3	ENSG00000131386	GALNT15	0.0002082	3.709	++	Not differentially expressed	0.0	0.188	1	0.6646
17	ENSG00000173065	FAM222B	0.8832	0.147	-+	Not differentially expressed	0.0	0.663	1	0.4155
19	ENSG00000105662	CRTC1	0.6332	-0.477	--	Not differentially expressed	0.0	0.041	1	0.8386
1	ENSG00000117480	FAAH	0.002732	-2.996	-+	Not differentially expressed	96.9	32.356	1	1.283e-08
18	ENSG00000215492	HNRNPA1P7	0.3269	0.98	++	Not differentially expressed	0.0	0.54	1	0.4623
2	ENSG00000214369	AC009967.1	0.5826	-0.55	-+	Not differentially expressed	88.6	8.757	1	0.003084
12	ENSG00000255575	AC004812.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
4	ENSG00000270665	HNRNPA1P67	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000201014	RNA5SP232	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
6	ENSG00000220831	NDUFA5P9	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
Y	ENSG00000224060	ARSEP1	0.1932	-1.301	--	Not differentially expressed	0.0	0.509	1	0.4757
1	ENSG00000186827	TNFRSF4	0.09078	-1.691	--	Not differentially expressed	0.0	0.097	1	0.7558
14	ENSG00000258587	AC006530.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
14	ENSG00000252424	RNA5SP384	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000235716	KRT18P46	0.2245	-1.215	--	Not differentially expressed	0.0	0.709	1	0.3998
19	ENSG00000181240	SLC25A41	0.5373	-0.617	-+	Not differentially expressed	16.7	1.201	1	0.2732
14	ENSG00000240210	AL122013.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000178796	RIIAD1	7.352e-06	-4.483	--	Not differentially expressed	60.5	2.533	1	0.1115
6	ENSG00000111962	UST	0.9879	0.015	+-	Not differentially expressed	0.0	0.026	1	0.8731
17	ENSG00000167863	ATP5PD	0.04438	-2.01	--	Not differentially expressed	74.5	3.921	1	0.04768
8	ENSG00000177669	MBOAT4	0.4677	0.726	++	Not differentially expressed	0.0	0.009	1	0.9262
14	ENSG00000259648	AL132640.2	0.842	-0.199	-+	Not differentially expressed	92.8	13.967	1	0.0001861
5	ENSG00000171815	PCDHB1	0.1049	1.622	-+	Not differentially expressed	80.8	5.207	1	0.0225
12	ENSG00000166153	DEPDC4	0.2201	-1.226	--	Not differentially expressed	0.0	0.001	1	0.9739
2	ENSG00000228848	AC105402.2	0.4992	-0.676	-0	Not differentially expressed	0.0	0.679	1	0.4098
15	ENSG00000274966	AC019322.3	0.4064	-0.83	-0	Not differentially expressed	2.5	1.025	1	0.3112
11	ENSG00000225236	AP000936.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000086619	ERO1B	0.5283	-0.631	+-	Not differentially expressed	25.7	1.345	1	0.2461
10	ENSG00000172586	CHCHD1	0.008361	-2.637	--	Not differentially expressed	0.0	0.105	1	0.746
9	ENSG00000135052	GOLM1	0.0007108	3.385	++	Not differentially expressed	93.0	14.231	1	0.0001617
17	ENSG00000108691	CCL2	0.001951	3.098	+-	Not differentially expressed	94.3	17.553	1	2.793e-05
X	ENSG00000227779	AC234779.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
10	ENSG00000235266	RPL22P17	0.8705	-0.163	-0	Not differentially expressed	0.0	0.04	1	0.8424
20	ENSG00000101074	R3HDML	0.5431	-0.608	-+	Not differentially expressed	79.9	4.967	1	0.02584
9	ENSG00000213954	ATP5PDP3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
16	ENSG00000179588	ZFPM1	0.9722	-0.035	-+	Not differentially expressed	50.7	2.03	1	0.1542
19	ENSG00000267422	AC016582.2	0.1346	1.496	++	Not differentially expressed	0.0	0.021	1	0.8851
X	ENSG00000226048	YBX1P8	0.3772	0.883	++	Not differentially expressed	0.0	0.078	1	0.7803
7	ENSG00000005020	SKAP2	0.02024	-2.322	--	Not differentially expressed	0.0	0.384	1	0.5356
11	ENSG00000165905	LARGE2	0.606	0.516	+-	Not differentially expressed	0.0	0.399	1	0.5278
18	ENSG00000141665	FBXO15	0.9894	0.013	-+	Not differentially expressed	0.0	0.131	1	0.7172
10	ENSG00000226631	SLC9A3P3	0.5882	-0.541	-0	Not differentially expressed	0.0	0.436	1	0.5091
18	ENSG00000265279	CLUHP6	0.1747	1.357	-+	Not differentially expressed	49.7	1.989	1	0.1584
11	ENSG00000149187	CELF1	0.004294	-2.856	--	Not differentially expressed	0.0	0.011	1	0.9154
3	ENSG00000114248	LRRC31	0.9155	0.106	+-	Not differentially expressed	0.0	0.083	1	0.7734
5	ENSG00000270989	AC139493.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000182791	CCDC87	0.2298	-1.201	--	Not differentially expressed	0.0	0.026	1	0.8731
12	ENSG00000255374	TAS2R43	0.609	-0.511	0-	Not differentially expressed	0.0	0.176	1	0.6749
4	ENSG00000250940	AC116562.3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000157219	HTR5A	0.0464	-1.992	--	Not differentially expressed	0.0	0.609	1	0.4352
X	ENSG00000227393	AL031575.1	0.2267	-1.209	--	Not differentially expressed	30.2	1.434	1	0.2312
2	ENSG00000153574	RPIA	0.2529	-1.143	--	Not differentially expressed	0.0	0.781	1	0.3767
13	ENSG00000180138	CSNK1A1L	0.7071	-0.376	-+	Not differentially expressed	0.0	0.364	1	0.5462
21	ENSG00000228930	MTCO1P3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
20	ENSG00000124143	ARHGAP40	0.1463	-1.453	-0	Not differentially expressed	68.2	3.14	1	0.07641
4	ENSG00000164105	SAP30	0.2005	1.28	+-	Not differentially expressed	66.6	2.994	1	0.08355
11	ENSG00000177830	CHID1	0.001913	-3.103	--	Not differentially expressed	92.1	12.591	1	0.0003876
1	ENSG00000121766	ZCCHC17	5.429e-05	-4.036	--	Not differentially expressed	76.2	4.196	1	0.04052
5	ENSG00000145721	LIX1	0.2224	1.22	++	Not differentially expressed	0.0	0.971	1	0.3245
2	ENSG00000076003	MCM6	0.9067	-0.117	+-	Not differentially expressed	54.7	2.206	1	0.1374
7	ENSG00000158623	COPG2	0.006518	-2.721	--	Not differentially expressed	0.0	0.16	1	0.6889
7	ENSG00000133561	GIMAP6	1.811e-06	4.773	++	Upregulated in AD	0.0	0.208	1	0.648
14	ENSG00000092330	TINF2	0.3444	0.945	-+	Not differentially expressed	31.6	1.461	1	0.2268
12	ENSG00000011465	DCN	6.493e-10	6.178	++	Upregulated in AD	95.4	21.897	1	2.877e-06
X	ENSG00000184905	TCEAL2	0.000686	-3.395	--	Not differentially expressed	0.0	0.401	1	0.5267
16	ENSG00000185338	SOCS1	0.1457	-1.455	--	Not differentially expressed	60.7	2.545	1	0.1107
9	ENSG00000227321	MTND4P15	0.7953	-0.259	-+	Not differentially expressed	77.7	4.478	1	0.03434
19	ENSG00000213014	VN2R17P	0.174	-1.359	-+	Not differentially expressed	82.2	5.628	1	0.01768
4	ENSG00000170006	TMEM154	0.3057	1.024	-+	Not differentially expressed	58.7	2.424	1	0.1195
1	ENSG00000184389	A3GALT2	0.9378	0.078	+0	Not differentially expressed	0.0	0.009	1	0.9241
12	ENSG00000111729	CLEC4A	0.365	-0.906	-+	Not differentially expressed	69.3	3.256	1	0.07115
19	ENSG00000130751	NPAS1	0.2872	-1.064	--	Not differentially expressed	0.0	0.903	1	0.3419
10	ENSG00000230609	AL513185.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000240375	VPS26AP1	0.118	1.563	++	Not differentially expressed	0.0	0.168	1	0.6819
2	ENSG00000174453	VWC2L	0.1147	-1.578	--	Not differentially expressed	1.7	1.017	1	0.3132
2	ENSG00000118257	NRP2	0.02518	2.239	++	Not differentially expressed	0.0	0.055	1	0.8149
12	ENSG00000111087	GLI1	2.779e-05	4.191	++	Not differentially expressed	91.9	12.351	1	0.0004409
5	ENSG00000181163	NPM1	0.1829	-1.332	--	Not differentially expressed	0.0	0.323	1	0.57
20	ENSG00000130589	HELZ2	0.001237	3.23	++	Not differentially expressed	0.0	0.011	1	0.9157
3	ENSG00000240890	AC020633.1	0.8302	0.214	+0	Not differentially expressed	0.0	0.068	1	0.7937
19	ENSG00000104866	PPP1R37	0.0003386	-3.584	--	Not differentially expressed	82.6	5.755	1	0.01644
6	ENSG00000161911	TREML1	0.2554	1.137	-+	Not differentially expressed	72.1	3.59	1	0.05813
2	ENSG00000124383	MPHOSPH10	0.1252	-1.533	--	Not differentially expressed	11.7	1.132	1	0.2874
9	ENSG00000231007	CDC20P1	0.9774	-0.028	-+	Not differentially expressed	0.0	0.963	1	0.3264
10	ENSG00000150201	FXYD4	0.09429	-1.673	-+	Not differentially expressed	95.9	24.603	1	7.046e-07
9	ENSG00000119522	DENND1A	0.6991	-0.387	-+	Not differentially expressed	0.0	0.853	1	0.3558
5	ENSG00000113580	NR3C1	0.8904	-0.138	+-	Not differentially expressed	19.1	1.237	1	0.2661
17	ENSG00000232938	RPL23AP87	0.3219	-0.991	--	Not differentially expressed	0.0	0.305	1	0.5805
16	ENSG00000159792	PSKH1	0.9469	-0.067	-+	Not differentially expressed	63.8	2.76	1	0.09664
X	ENSG00000215301	DDX3X	0.0001865	3.737	++	Not differentially expressed	93.0	14.24	1	0.0001609
1	ENSG00000224348	AL592076.1	0.8924	0.135	+-	Not differentially expressed	0.0	0.051	1	0.822
8	ENSG00000177459	ERICH5	0.07409	-1.786	--	Not differentially expressed	0.0	0.364	1	0.546
20	ENSG00000218902	PTMAP3	0.9682	-0.04	-0	Not differentially expressed	0.0	0.002	1	0.9612
9	ENSG00000236739	CLIC4P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000267220	AC011447.2	0.6812	0.411	+0	Not differentially expressed	0.0	0.251	1	0.6164
9	ENSG00000137078	SIT1	0.1359	1.491	+0	Not differentially expressed	69.8	3.307	1	0.06897
17	ENSG00000186395	KRT10	0.1529	-1.429	--	Not differentially expressed	12.0	1.137	1	0.2863
1	ENSG00000143190	POU2F1	0.6338	-0.476	+-	Not differentially expressed	26.9	1.367	1	0.2423
2	ENSG00000115956	PLEK	0.9266	0.092	++	Not differentially expressed	0.0	0.002	1	0.9642
7	ENSG00000049540	ELN	0.3022	1.032	-+	Not differentially expressed	80.7	5.178	1	0.02287
20	ENSG00000124160	NCOA5	0.1771	1.35	++	Not differentially expressed	0.0	0.469	1	0.4933
13	ENSG00000188342	GTF2F2	0.3228	-0.989	--	Not differentially expressed	0.0	0.066	1	0.7977
X	ENSG00000131269	ABCB7	0.0009948	3.292	++	Not differentially expressed	88.4	8.652	1	0.003267
16	ENSG00000125107	CNOT1	0.5261	0.634	++	Not differentially expressed	0.0	0.234	1	0.6289
14	ENSG00000211955	IGHV3-33	0.4398	0.773	+0	Not differentially expressed	0.0	0.888	1	0.3461
12	ENSG00000257915	GLULP5	0.5365	0.618	++	Not differentially expressed	0.0	0.102	1	0.7497
7	ENSG00000164631	ZNF12	0.7085	-0.374	--	Not differentially expressed	0.0	0.126	1	0.7228
5	ENSG00000061492	WNT8A	0.5175	-0.647	-+	Not differentially expressed	59.1	2.447	1	0.1177
6	ENSG00000111860	CEP85L	0.9797	-0.025	+-	Not differentially expressed	74.8	3.964	1	0.04647
6	ENSG00000220267	ACTBP8	0.6703	0.426	+0	Not differentially expressed	0.0	0.27	1	0.6036
7	ENSG00000135250	SRPK2	0.07834	-1.76	--	Not differentially expressed	0.0	0.564	1	0.4528
2	ENSG00000115350	POLE4	0.08686	-1.712	--	Not differentially expressed	0.0	0.002	1	0.9603
12	ENSG00000139725	RHOF	0.3469	-0.941	--	Not differentially expressed	22.0	1.282	1	0.2575
8	ENSG00000244427	AC105233.1	0.6867	-0.403	--	Not differentially expressed	0.0	0.005	1	0.9416
17	ENSG00000141337	ARSG	0.005212	-2.794	-+	Not differentially expressed	91.9	12.302	1	0.0004525
15	ENSG00000237850	AC091304.1	0.8491	-0.19	-0	Not differentially expressed	0.0	0.054	1	0.8165
2	ENSG00000163449	TMEM169	0.0004499	-3.509	--	Not differentially expressed	0.0	0.409	1	0.5224
16	ENSG00000260413	AC025279.1	0.2168	-1.235	--	Not differentially expressed	0.0	0.393	1	0.5307
3	ENSG00000163617	CCDC191	0.01449	-2.445	--	Not differentially expressed	76.1	4.177	1	0.04097
16	ENSG00000260335	AC133555.4	0.9783	0.027	-+	Not differentially expressed	0.0	0.148	1	0.7005
1	ENSG00000228057	SEC63P1	0.06783	1.826	++	Not differentially expressed	0.0	0.266	1	0.6061
12	ENSG00000253080	RNA5SP373	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000128683	GAD1	1.787e-06	-4.776	--	Downregulated in AD	74.0	3.839	1	0.05006
1	ENSG00000117298	ECE1	3.337e-06	4.649	++	Upregulated in AD	17.3	1.209	1	0.2715
8	ENSG00000253899	AC067904.2	0.4241	-0.799	--	Not differentially expressed	0.0	0.317	1	0.5733
3	ENSG00000163517	HDAC11	0.5091	-0.66	-+	Not differentially expressed	93.0	14.227	1	0.000162
9	ENSG00000230147	AL158071.1	0.169	1.375	++	Not differentially expressed	0.0	0.131	1	0.7174
6	ENSG00000276576	MRPL30P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000248871	TNFSF12-TNFSF13	0.09455	-1.672	--	Not differentially expressed	65.7	2.914	1	0.08779
4	ENSG00000145388	METTL14	0.2816	1.077	+-	Not differentially expressed	78.2	4.583	1	0.03229
2	ENSG00000236124	HMGN2P23	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
6	ENSG00000220660	AL023284.3	0.07069	1.807	-+	Not differentially expressed	64.0	2.777	1	0.0956
4	ENSG00000248444	HNRNPA1P65	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
X	ENSG00000102230	PCYT1B	0.0583	1.893	++	Not differentially expressed	71.1	3.461	1	0.06282
X	ENSG00000205755	CRLF2	0.5626	-0.579	-+	Not differentially expressed	78.6	4.683	1	0.03046
3	ENSG00000172340	SUCLG2	0.2884	1.062	++	Not differentially expressed	0.0	0.003	1	0.9553
9	ENSG00000236521	NPAP1P4	0.997	0.004	+0	Not differentially expressed	0.0	0.0	1	0.9964
1	ENSG00000135837	CEP350	0.0778	1.764	++	Not differentially expressed	58.0	2.378	1	0.123
X	ENSG00000277858	H2AFB2	0.3373	-0.959	-0	Not differentially expressed	27.0	1.369	1	0.2419
19	ENSG00000213889	PPM1N	0.05038	1.957	-+	Not differentially expressed	87.5	7.996	1	0.004688
1	ENSG00000185278	ZBTB37	0.003757	2.898	++	Not differentially expressed	0.0	0.304	1	0.5813
6	ENSG00000219409	AL590704.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000233872	AC005033.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000243518	AC108729.2	0.7211	-0.357	-0	Not differentially expressed	0.0	0.189	1	0.6633
2	ENSG00000173692	PSMD1	0.0004052	-3.537	--	Not differentially expressed	55.3	2.235	1	0.1349
2	ENSG00000169047	IRS1	0.0151	2.43	++	Not differentially expressed	74.5	3.927	1	0.04751
4	ENSG00000085871	MGST2	0.09202	1.685	++	Not differentially expressed	0.0	0.888	1	0.3459
9	ENSG00000224762	CR769776.1	0.8649	0.17	+-	Not differentially expressed	0.0	0.091	1	0.7634
17	ENSG00000240898	AC132942.1	0.01474	2.439	++	Not differentially expressed	0.0	0.575	1	0.4482
22	ENSG00000196588	MRTFA	0.8214	0.226	-+	Not differentially expressed	0.0	0.052	1	0.819
7	ENSG00000224723	GUSBP10	0.993	0.009	+0	Not differentially expressed	0.0	0.0	1	0.9915
15	ENSG00000277561	GOLGA8IP	0.03351	-2.126	--	Not differentially expressed	0.0	0.009	1	0.9236
19	ENSG00000167617	CDC42EP5	0.8171	0.231	+0	Not differentially expressed	0.0	0.08	1	0.7778
17	ENSG00000173812	EIF1	0.9433	0.071	-+	Not differentially expressed	0.0	0.229	1	0.6325
19	ENSG00000125657	TNFSF9	0.002272	-3.052	--	Not differentially expressed	20.0	1.249	1	0.2637
22	ENSG00000198951	NAGA	0.02948	2.177	++	Not differentially expressed	0.0	0.73	1	0.3928
16	ENSG00000260284	TPSP2	0.6006	-0.524	-0	Not differentially expressed	0.0	0.408	1	0.5231
13	ENSG00000134873	CLDN10	0.001107	3.262	++	Not differentially expressed	92.0	12.424	1	0.0004239
6	ENSG00000095970	TREM2	0.004507	2.84	-+	Not differentially expressed	86.7	7.537	1	0.006044
11	ENSG00000255396	AP000857.1	0.4404	0.771	+-	Not differentially expressed	49.9	1.995	1	0.1579
15	ENSG00000241640	AC092757.1	0.834	-0.21	-0	Not differentially expressed	0.0	0.065	1	0.7983
1	ENSG00000175756	AURKAIP1	0.001253	-3.227	--	Not differentially expressed	0.0	0.93	1	0.3349
16	ENSG00000167371	PRRT2	0.0127	-2.492	--	Not differentially expressed	0.0	0.022	1	0.8834
4	ENSG00000156194	PPEF2	0.0169	2.389	++	Not differentially expressed	0.0	0.051	1	0.8207
15	ENSG00000183476	SH2D7	9.688e-06	4.424	++	Not differentially expressed	83.1	5.909	1	0.01507
11	ENSG00000255304	OR4A46P	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
4	ENSG00000154553	PDLIM3	5.412e-05	4.037	++	Not differentially expressed	17.5	1.212	1	0.271
11	ENSG00000149716	LTO1	0.1033	-1.629	-+	Not differentially expressed	88.5	8.711	1	0.003162
17	ENSG00000121068	TBX2	0.3713	0.894	++	Not differentially expressed	0.0	0.213	1	0.6447
X	ENSG00000129680	MAP7D3	0.0352	2.106	++	Not differentially expressed	0.0	0.073	1	0.7867
19	ENSG00000277493	AC139769.3	0.2682	1.107	+-	Not differentially expressed	80.3	5.077	1	0.02425
X	ENSG00000225912	AL121871.1	0.8075	0.244	+0	Not differentially expressed	0.0	0.088	1	0.7664
12	ENSG00000182326	C1S	7.89e-07	4.938	++	Upregulated in AD	90.0	10.02	1	0.001549
7	ENSG00000164638	SLC29A4	0.5719	0.565	++	Not differentially expressed	0.0	0.056	1	0.8123
19	ENSG00000129911	KLF16	0.06218	-1.865	--	Not differentially expressed	0.0	0.0	1	0.9943
7	ENSG00000224163	AC025594.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000225662	AC012519.1	0.7448	-0.326	+-	Not differentially expressed	0.0	0.549	1	0.4585
X	ENSG00000234592	AL359845.1	0.7333	0.341	++	Not differentially expressed	0.0	0.008	1	0.9294
6	ENSG00000251360	KHDC1P1	0.9233	-0.096	-0	Not differentially expressed	0.0	0.014	1	0.9065
19	ENSG00000214212	C19orf38	0.9504	-0.062	-+	Not differentially expressed	94.2	17.367	1	3.081e-05
17	ENSG00000214822	KRT16P3	0.1255	-1.532	-0	Not differentially expressed	71.4	3.491	1	0.0617
7	ENSG00000105928	GSDME	0.3085	1.018	-+	Not differentially expressed	0.0	0.982	1	0.3217
14	ENSG00000126804	ZBTB1	0.08993	1.696	++	Not differentially expressed	0.0	0.4	1	0.5271
Y	ENSG00000229238	PPP1R12BP1	0.345	-0.944	-+	Not differentially expressed	29.5	1.418	1	0.2337
22	ENSG00000230203	Z99714.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000232672	ACTG1P21	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000172985	SH3RF3	0.5836	-0.548	--	Not differentially expressed	0.0	0.091	1	0.7631
9	ENSG00000188959	C9orf152	0.1001	1.644	++	Not differentially expressed	0.0	0.562	1	0.4533
11	ENSG00000234857	HNRNPUL2-BSCL2	0.1322	1.505	++	Not differentially expressed	69.7	3.302	1	0.0692
19	ENSG00000104921	FCER2	0.8933	0.134	-+	Not differentially expressed	0.0	0.046	1	0.8309
19	ENSG00000244071	RPL9P33	0.1344	-1.497	-0	Not differentially expressed	70.0	3.333	1	0.06789
2	ENSG00000125630	POLR1B	0.5089	0.661	++	Not differentially expressed	0.0	0.236	1	0.6272
3	ENSG00000277000	DUSP12P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
6	ENSG00000255587	RAB44	0.8336	-0.21	-+	Not differentially expressed	0.0	0.339	1	0.5603
1	ENSG00000227295	ELL2P1	0.7516	0.317	++	Not differentially expressed	0.0	0.093	1	0.7601
3	ENSG00000270170	NCBP2-AS2	0.0002614	-3.651	--	Not differentially expressed	0.0	0.801	1	0.3709
3	ENSG00000164081	TEX264	0.2146	-1.241	-+	Not differentially expressed	67.7	3.094	1	0.07857
1	ENSG00000213478	CFL1P2	0.7802	0.279	+0	Not differentially expressed	0.0	0.116	1	0.7335
6	ENSG00000220920	AL023807.1	0.1392	1.479	++	Not differentially expressed	0.0	0.01	1	0.9207
12	ENSG00000139344	AMDHD1	0.2635	1.118	-+	Not differentially expressed	35.6	1.552	1	0.2128
20	ENSG00000226948	RPS4XP2	0.9839	0.02	+0	Not differentially expressed	0.0	0.001	1	0.9803
19	ENSG00000268847	SIGLEC31P	0.7295	0.346	+0	Not differentially expressed	0.0	0.178	1	0.6732
5	ENSG00000214794	KRT18P42	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
6	ENSG00000112640	PPP2R5D	0.4432	-0.767	+-	Not differentially expressed	50.0	2.001	1	0.1572
15	ENSG00000259350	AC067805.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000188293	IGFL1	0.314	1.007	+0	Not differentially expressed	33.7	1.508	1	0.2194
12	ENSG00000010379	SLC6A13	0.003192	2.949	++	Not differentially expressed	49.6	1.985	1	0.1588
22	ENSG00000183628	DGCR6	0.1857	1.323	++	Not differentially expressed	0.0	0.201	1	0.6537
2	ENSG00000216921	AC131097.2	0.8294	-0.216	+-	Not differentially expressed	30.2	1.433	1	0.2314
19	ENSG00000267640	AC016582.3	0.6826	0.409	+-	Not differentially expressed	0.0	0.296	1	0.5861
1	ENSG00000162729	IGSF8	7.82e-06	-4.47	--	Not differentially expressed	85.1	6.718	1	0.009543
4	ENSG00000198515	CNGA1	0.5655	0.575	-+	Not differentially expressed	61.5	2.601	1	0.1068
3	ENSG00000154743	TSEN2	0.04734	-1.983	--	Not differentially expressed	72.2	3.595	1	0.05796
15	ENSG00000275674	AC091167.6	0.2599	1.127	++	Not differentially expressed	0.0	0.492	1	0.4831
4	ENSG00000138686	BBS7	0.0261	-2.225	--	Not differentially expressed	19.8	1.247	1	0.2642
4	ENSG00000250185	RCC2P8	0.9656	0.043	+0	Not differentially expressed	0.0	0.003	1	0.9581
1	ENSG00000178821	TMEM52	0.01257	-2.496	--	Not differentially expressed	11.6	1.131	1	0.2876
1	ENSG00000230841	RPL23AP15	0.5277	-0.632	-0	Not differentially expressed	0.0	0.593	1	0.4412
11	ENSG00000023191	RNH1	0.2258	1.211	-+	Not differentially expressed	71.7	3.537	1	0.06001
7	ENSG00000106683	LIMK1	0.1031	-1.63	--	Not differentially expressed	0.0	0.378	1	0.5387
7	ENSG00000244292	OR9N1P	0.7186	-0.36	-0	Not differentially expressed	0.0	0.193	1	0.6603
5	ENSG00000078795	PKD2L2	0.9413	-0.074	-+	Not differentially expressed	66.7	3.003	1	0.08312
10	ENSG00000214435	AS3MT	0.339	-0.956	-+	Not differentially expressed	72.5	3.636	1	0.05656
1	ENSG00000234518	PTGES3P1	0.01315	2.48	+0	Not differentially expressed	89.1	9.147	1	0.002491
1	ENSG00000054523	KIF1B	0.2088	1.257	+-	Not differentially expressed	90.6	10.633	1	0.001111
12	ENSG00000241825	RPL7P42	0.7337	0.34	+0	Not differentially expressed	0.0	0.172	1	0.6782
1	ENSG00000116675	DNAJC6	0.1411	-1.472	--	Not differentially expressed	0.0	0.296	1	0.5862
14	ENSG00000133983	COX16	0.01378	-2.463	--	Not differentially expressed	16.3	1.195	1	0.2744
16	ENSG00000007392	LUC7L	0.005863	-2.755	--	Not differentially expressed	88.5	8.705	1	0.003173
