gene_name	Marques-Coelho_MSSB_BA44	Panitch_et_al	Fischer_et_al	Marques-Coelho_MSSB_BA10	Marques-Coelho_ROSMAP	upregulated_count	downregulated_count
SNRNP200	missing	missing	upregulated	missing	missing	1	0
SNRNP25	missing	missing	downregulated	missing	missing	0	1
SNRPA1	missing	missing	downregulated	missing	missing	0	1
SNRPA1-DT	missing	downregulated	missing	missing	missing	0	1
SNX18P1Y	upregulated	missing	missing	missing	missing	1	0
SNX18P25	upregulated	missing	missing	missing	missing	1	0
SNX2P2	upregulated	missing	missing	missing	missing	1	0
SNX32	missing	missing	downregulated	missing	missing	0	1
SNX33	missing	upregulated	upregulated	missing	missing	2	0
SOAT1	missing	missing	upregulated	missing	missing	1	0
SOCS4	missing	missing	upregulated	missing	missing	1	0
SOCS5P4	upregulated	missing	missing	missing	missing	1	0
SOCS6	missing	missing	upregulated	missing	missing	1	0
SOD1	missing	missing	downregulated	missing	missing	0	1
SON	missing	missing	upregulated	missing	missing	1	0
SORCS3-AS1	missing	downregulated	missing	missing	missing	0	1
SOS2	missing	missing	upregulated	missing	missing	1	0
SOWAHB	downregulated	missing	missing	missing	downregulated	0	2
SOX10	missing	upregulated	missing	missing	missing	1	0
SOX12	missing	upregulated	missing	missing	missing	1	0
SOX13	missing	upregulated	upregulated	missing	missing	2	0
SOX2	missing	missing	upregulated	missing	missing	1	0
SP1	missing	missing	upregulated	missing	missing	1	0
SP3	missing	missing	upregulated	missing	missing	1	0
SPACA6-AS1	missing	upregulated	missing	missing	missing	1	0
SPAG9	missing	missing	upregulated	missing	missing	1	0
SPATA2L	missing	missing	downregulated	missing	missing	0	1
SPATA7	missing	missing	downregulated	missing	missing	0	1
SPCS1	missing	downregulated	downregulated	missing	missing	0	2
SPDEF	missing	missing	downregulated	missing	missing	0	1
SPECC1L-ADORA2A	missing	upregulated	missing	missing	missing	1	0
SPEF1	missing	missing	downregulated	missing	missing	0	1
SPEN	missing	missing	upregulated	missing	missing	1	0
SPMIP10	missing	missing	missing	missing	upregulated	1	0
SPN	missing	missing	upregulated	missing	missing	1	0
SPON1	missing	missing	upregulated	missing	missing	1	0
SPON2	missing	downregulated	downregulated	missing	missing	0	2
SPOPL	missing	missing	upregulated	missing	missing	1	0
SPPL2A	missing	missing	upregulated	missing	missing	1	0
SPRED3	missing	missing	downregulated	missing	missing	0	1
SPRING1P2	upregulated	missing	missing	missing	missing	1	0
SPRN	missing	missing	downregulated	missing	missing	0	1
SPRR2G	missing	missing	missing	missing	downregulated	0	1
SPRYD7	missing	downregulated	missing	missing	missing	0	1
SRD5A1	missing	downregulated	missing	missing	missing	0	1
SRGAP1	missing	upregulated	upregulated	missing	missing	2	0
SRM	missing	missing	downregulated	missing	missing	0	1
SRPRB	missing	missing	downregulated	missing	missing	0	1
SRPX2	missing	missing	upregulated	missing	missing	1	0
SRRM2	missing	missing	upregulated	missing	missing	1	0
SSBP1	missing	missing	downregulated	missing	missing	0	1
SSBP3P2	missing	missing	missing	missing	downregulated	0	1
SSC4D	missing	missing	downregulated	missing	missing	0	1
SSC5D	missing	upregulated	missing	missing	missing	1	0
SSPN	missing	missing	upregulated	missing	missing	1	0
SSR4	missing	missing	downregulated	missing	missing	0	1
SST	downregulated	downregulated	downregulated	missing	downregulated	0	4
SSTR4	missing	missing	missing	missing	downregulated	0	1
ST18	upregulated	missing	missing	missing	missing	1	0
ST6GAL2-IT1	missing	downregulated	missing	missing	missing	0	1
ST6GALNAC2	upregulated	upregulated	missing	missing	missing	2	0
ST6GALNAC3	missing	missing	upregulated	missing	missing	1	0
STAG1	missing	missing	upregulated	missing	missing	1	0
STAG1-DT	missing	upregulated	missing	missing	missing	1	0
STAG2	missing	upregulated	upregulated	upregulated	missing	3	0
STAMBPL1	missing	downregulated	missing	missing	missing	0	1
STAP2	missing	missing	downregulated	missing	missing	0	1
STARD10	missing	upregulated	missing	missing	missing	1	0
STARD8	missing	missing	upregulated	missing	missing	1	0
STAT4-AS1	missing	downregulated	missing	missing	missing	0	1
STK17B	missing	missing	upregulated	missing	missing	1	0
STK25	missing	missing	downregulated	missing	missing	0	1
STK32C	missing	missing	downregulated	missing	missing	0	1
STOML1	missing	missing	downregulated	missing	missing	0	1
STUM	downregulated	missing	downregulated	missing	missing	0	2
STX1A	downregulated	missing	downregulated	missing	missing	0	2
STXBP4	missing	missing	upregulated	missing	missing	1	0
STXBP5-AS1	missing	downregulated	missing	missing	missing	0	1
STXBP5L	missing	downregulated	missing	missing	missing	0	1
SUB1	missing	downregulated	missing	missing	missing	0	1
SUN2	missing	upregulated	missing	missing	missing	1	0
SUPT7L	missing	downregulated	missing	missing	missing	0	1
SVOP	downregulated	missing	downregulated	missing	missing	0	2
SVOPL	missing	downregulated	missing	missing	missing	0	1
SWAP70	missing	upregulated	upregulated	missing	missing	2	0
SYDE1	missing	upregulated	missing	missing	missing	1	0
SYMPK	missing	missing	downregulated	missing	missing	0	1
SYNC	missing	missing	upregulated	missing	missing	1	0
SYNCRIP	missing	missing	upregulated	missing	missing	1	0
SYNE2	missing	upregulated	upregulated	missing	missing	2	0
SYNM-AS2	missing	upregulated	missing	missing	missing	1	0
SYNRG	missing	missing	upregulated	missing	missing	1	0
SYS1	missing	upregulated	missing	missing	missing	1	0
SYT5	missing	missing	downregulated	missing	missing	0	1
SYTL3	upregulated	missing	missing	missing	missing	1	0
SYTL4	missing	upregulated	upregulated	missing	upregulated	3	0
SZRD1	missing	upregulated	missing	missing	missing	1	0
TAB2	missing	missing	upregulated	missing	missing	1	0
TAC1	missing	downregulated	downregulated	missing	missing	0	2
TAC3	missing	missing	missing	missing	downregulated	0	1
TACC1	missing	missing	upregulated	missing	missing	1	0
TACO1	missing	missing	downregulated	missing	missing	0	1
TACR1	missing	upregulated	missing	missing	missing	1	0
TACR2	missing	missing	downregulated	missing	missing	0	1
TAF1D	missing	downregulated	downregulated	missing	missing	0	2
TAF3	missing	upregulated	missing	missing	missing	1	0
TAF8	missing	missing	upregulated	missing	missing	1	0
TAFA3	missing	missing	missing	missing	upregulated	1	0
TAL1	upregulated	missing	upregulated	missing	missing	2	0
TANC1	missing	missing	upregulated	missing	missing	1	0
TAPT1	missing	missing	upregulated	missing	missing	1	0
TARBP1	missing	downregulated	missing	missing	missing	0	1
TAS2R43	upregulated	missing	missing	missing	missing	1	0
TAS2R45	upregulated	missing	missing	missing	missing	1	0
TASOR	missing	missing	upregulated	missing	missing	1	0
TASP1	missing	downregulated	downregulated	missing	missing	0	2
TATDN1	missing	downregulated	downregulated	missing	missing	0	2
TATDN3	missing	downregulated	missing	missing	missing	0	1
TBC1D24	missing	downregulated	missing	missing	missing	0	1
TBC1D2B	missing	upregulated	upregulated	missing	missing	2	0
TBC1D5	missing	missing	upregulated	missing	missing	1	0
TBC1D8B	missing	missing	upregulated	missing	missing	1	0
TBC1D9	missing	downregulated	missing	missing	missing	0	1
TBCD	missing	missing	downregulated	missing	missing	0	1
TBCEL-TECTA	missing	downregulated	missing	missing	missing	0	1
TBL1X	missing	upregulated	missing	missing	missing	1	0
TBP	missing	downregulated	missing	missing	missing	0	1
TBX15	missing	upregulated	missing	missing	missing	1	0
TBX2-AS1	missing	upregulated	missing	missing	missing	1	0
TBX3	missing	missing	upregulated	missing	missing	1	0
TBX6	missing	upregulated	missing	missing	missing	1	0
TC2N	missing	missing	missing	downregulated	missing	0	1
TCEAL4	missing	missing	downregulated	missing	missing	0	1
TCEAL5	missing	downregulated	downregulated	missing	missing	0	2
TCEAL7	missing	downregulated	missing	missing	missing	0	1
TCERG1	missing	downregulated	missing	missing	missing	0	1
TCF12	missing	missing	upregulated	missing	missing	1	0
TCF15	missing	missing	missing	missing	upregulated	1	0
TCF7	missing	missing	upregulated	missing	missing	1	0
TCF7L1	missing	upregulated	missing	missing	missing	1	0
TCF7L1-IT1	missing	upregulated	missing	missing	missing	1	0
TCF7L2	missing	missing	upregulated	missing	missing	1	0
TCTE1	missing	missing	downregulated	missing	missing	0	1
TDRKH	missing	missing	downregulated	missing	missing	0	1
TDRKH-AS1	missing	downregulated	missing	missing	missing	0	1
TEAD1	missing	missing	upregulated	missing	missing	1	0
TEAD2	missing	upregulated	missing	missing	upregulated	2	0
TECPR1	missing	missing	downregulated	missing	missing	0	1
TEKT2	missing	upregulated	missing	missing	missing	1	0
TEKTL1	missing	missing	missing	missing	downregulated	0	1
TENT5B	missing	upregulated	missing	missing	missing	1	0
TEP1	missing	missing	upregulated	missing	missing	1	0
TERF2IP	missing	downregulated	missing	missing	missing	0	1
TERT	missing	missing	missing	missing	downregulated	0	1
TET2	missing	missing	upregulated	missing	missing	1	0
TEX101	downregulated	missing	missing	missing	missing	0	1
TFAP2C	missing	upregulated	upregulated	missing	missing	2	0
TFCP2	missing	downregulated	missing	missing	missing	0	1
TFCP2L1	missing	missing	upregulated	missing	missing	1	0
TFDP2	missing	missing	upregulated	missing	missing	1	0
TFEB	missing	upregulated	missing	missing	missing	1	0
TFEC	missing	missing	upregulated	missing	missing	1	0
TGFB1	missing	upregulated	missing	upregulated	missing	2	0
TGFB1I1	missing	upregulated	missing	missing	missing	1	0
TGFB2	missing	missing	upregulated	missing	missing	1	0
TGFBR1	missing	missing	upregulated	missing	missing	1	0
TGFBR2	upregulated	missing	missing	missing	missing	1	0
TGIF1	missing	upregulated	missing	missing	missing	1	0
TGIF2	missing	missing	upregulated	missing	missing	1	0
THAP9-AS1	missing	downregulated	missing	missing	missing	0	1
THOC2	missing	missing	upregulated	missing	missing	1	0
THOC7	missing	missing	downregulated	missing	missing	0	1
THOC7-AS1	missing	downregulated	missing	missing	missing	0	1
THSD1	missing	upregulated	missing	missing	missing	1	0
TIE1	missing	missing	upregulated	missing	missing	1	0
TIMELESS	missing	upregulated	missing	missing	missing	1	0
TIMM10	missing	missing	downregulated	missing	missing	0	1
TIMM17B	missing	missing	downregulated	missing	missing	0	1
TIMM8B	missing	missing	downregulated	missing	missing	0	1
TIMP3	missing	missing	upregulated	missing	missing	1	0
TIPRL	missing	downregulated	missing	missing	missing	0	1
TJP1	missing	missing	upregulated	missing	missing	1	0
TKFC	missing	missing	downregulated	missing	missing	0	1
TLN1	missing	upregulated	upregulated	missing	missing	2	0
TLN2	missing	downregulated	missing	missing	missing	0	1
TLNRD1	missing	missing	downregulated	missing	missing	0	1
TM2D1	missing	downregulated	missing	missing	missing	0	1
TM2D2	missing	downregulated	missing	missing	missing	0	1
TM6SF1	missing	downregulated	missing	missing	missing	0	1
TM7SF2	missing	downregulated	downregulated	missing	missing	0	2
TMC6	missing	upregulated	missing	missing	missing	1	0
TMCC2-AS1	missing	upregulated	missing	missing	missing	1	0
TMCO5B	downregulated	missing	missing	missing	missing	0	1
TMED1	missing	upregulated	missing	missing	missing	1	0
TMED3	missing	missing	downregulated	missing	missing	0	1
TMED4	missing	downregulated	missing	missing	missing	0	1
TMEM100	missing	missing	upregulated	missing	missing	1	0
TMEM102	missing	upregulated	missing	missing	missing	1	0
TMEM107	missing	downregulated	missing	missing	missing	0	1
TMEM123	missing	missing	upregulated	missing	missing	1	0
TMEM132E-DT	missing	downregulated	missing	missing	missing	0	1
TMEM141	missing	missing	downregulated	missing	missing	0	1
TMEM14B-DT	missing	downregulated	missing	missing	missing	0	1
TMEM150A	missing	upregulated	missing	missing	missing	1	0
TMEM169	missing	downregulated	missing	missing	missing	0	1
TMEM17	missing	downregulated	missing	missing	missing	0	1
TMEM170A	missing	missing	upregulated	missing	missing	1	0
TMEM183AP3	upregulated	missing	missing	missing	missing	1	0
TMEM184B-AS1	missing	upregulated	missing	missing	missing	1	0
TMEM208	missing	missing	downregulated	missing	missing	0	1
TMEM223	missing	missing	downregulated	missing	missing	0	1
TMEM234	missing	missing	downregulated	missing	missing	0	1
TMEM245	missing	missing	upregulated	missing	missing	1	0
TMEM47	missing	missing	upregulated	missing	missing	1	0
TMEM59L	missing	missing	downregulated	missing	missing	0	1
TMEM72-AS1	missing	downregulated	missing	missing	missing	0	1
TMEM88	missing	missing	downregulated	missing	missing	0	1
TMEM9	missing	missing	downregulated	missing	missing	0	1
TMPRSS4	missing	downregulated	missing	missing	missing	0	1
TMPRSS5	upregulated	missing	missing	missing	upregulated	2	0
TMSB4X	missing	downregulated	downregulated	missing	missing	0	2
TMT1A	missing	missing	upregulated	missing	missing	1	0
TMT1B	upregulated	upregulated	missing	upregulated	missing	3	0
TMX1	missing	missing	upregulated	missing	missing	1	0
TMX1P1	upregulated	missing	missing	missing	missing	1	0
TMX3	missing	downregulated	missing	missing	missing	0	1
TNFAIP3	missing	missing	upregulated	missing	missing	1	0
TNFAIP6	missing	missing	missing	missing	upregulated	1	0
TNFAIP8	missing	missing	upregulated	missing	missing	1	0
TNFRSF10B	missing	missing	upregulated	missing	missing	1	0
TNFRSF10D	missing	upregulated	upregulated	missing	missing	2	0
TNFRSF12A	missing	upregulated	missing	missing	missing	1	0
TNFRSF18	downregulated	missing	missing	missing	missing	0	1
TNFRSF1B	missing	missing	missing	upregulated	missing	1	0
TNFSF18	missing	missing	missing	downregulated	missing	0	1
TNIP1	missing	downregulated	missing	missing	missing	0	1
TNIP2	missing	upregulated	missing	missing	missing	1	0
TNKS2	missing	missing	upregulated	missing	missing	1	0
TNPO1	missing	missing	upregulated	missing	missing	1	0
TNRC6A	missing	missing	upregulated	missing	missing	1	0
TNRC6B	missing	missing	upregulated	missing	missing	1	0
TNS1-AS1	missing	upregulated	missing	missing	missing	1	0
TNS3	missing	upregulated	missing	missing	missing	1	0
TOB2	missing	missing	upregulated	missing	missing	1	0
TOM1	missing	missing	downregulated	missing	missing	0	1
TOMM20	missing	downregulated	missing	missing	missing	0	1
TOMM40	missing	missing	downregulated	missing	missing	0	1
TOR1AIP1	missing	missing	upregulated	missing	missing	1	0
TP53INP1	missing	missing	upregulated	missing	missing	1	0
TPD52L1	missing	upregulated	upregulated	missing	missing	2	0
TPGS2	missing	missing	downregulated	missing	missing	0	1
TPI1	missing	missing	downregulated	missing	missing	0	1
TPTE2	missing	missing	missing	downregulated	missing	0	1
TRAF3IP2	missing	missing	upregulated	missing	missing	1	0
TRAF3IP2-AS1	missing	upregulated	missing	missing	missing	1	0
TRANK1	missing	downregulated	missing	missing	missing	0	1
TRAP1	missing	missing	downregulated	missing	missing	0	1
TRAPPC1	missing	missing	downregulated	missing	missing	0	1
TRAPPC2L	missing	missing	downregulated	missing	missing	0	1
TRAPPC4	missing	downregulated	missing	missing	missing	0	1
TRAPPC6B	missing	downregulated	missing	missing	missing	0	1
TRDN	missing	missing	upregulated	missing	missing	1	0
TRIM23	missing	downregulated	missing	missing	missing	0	1
TRIM45	missing	downregulated	missing	missing	missing	0	1
TRIM5	missing	missing	upregulated	missing	missing	1	0
TRIM56	missing	upregulated	missing	missing	missing	1	0
TRIM66	missing	downregulated	missing	missing	missing	0	1
TRIM67	missing	missing	downregulated	missing	missing	0	1
TRIM75	missing	missing	missing	missing	downregulated	0	1
TRIM8-DT	missing	upregulated	missing	missing	missing	1	0
TRIM9	missing	downregulated	missing	missing	missing	0	1
TRIP10	missing	upregulated	upregulated	missing	upregulated	3	0
TRMT112P8	upregulated	missing	missing	missing	missing	1	0
TRMT9B	missing	downregulated	missing	missing	missing	0	1
TRNT1P2	upregulated	missing	missing	missing	missing	1	0
TRPC1	missing	downregulated	missing	missing	missing	0	1
TRPM3	missing	missing	upregulated	missing	missing	1	0
TRPS1	missing	missing	upregulated	missing	missing	1	0
TRPS1-AS1	missing	upregulated	missing	missing	missing	1	0
TRUB1	missing	downregulated	missing	missing	missing	0	1
TSC22D3	missing	missing	upregulated	missing	missing	1	0
TSLP	missing	missing	missing	missing	upregulated	1	0
TSNAX-DISC1	missing	downregulated	missing	missing	missing	0	1
TSPAN11	missing	missing	upregulated	missing	missing	1	0
TSPAN6	missing	missing	upregulated	missing	missing	1	0
TSPAN7	missing	downregulated	missing	missing	missing	0	1
TSPO	missing	upregulated	missing	missing	missing	1	0
TSPYL5	missing	downregulated	missing	missing	missing	0	1
TSR2	missing	missing	downregulated	missing	missing	0	1
TTC1	missing	missing	downregulated	missing	missing	0	1
TTC19	missing	downregulated	missing	missing	missing	0	1
TTC28	missing	missing	upregulated	missing	missing	1	0
TTC31	missing	upregulated	missing	missing	missing	1	0
TUBB2A	missing	downregulated	downregulated	missing	missing	0	2
TUBB3	missing	downregulated	missing	missing	missing	0	1
TUBG2	missing	missing	downregulated	missing	missing	0	1
TUFM	missing	missing	downregulated	missing	missing	0	1
TUT4	missing	missing	upregulated	missing	missing	1	0
TUT7	missing	missing	upregulated	missing	missing	1	0
TWF1	missing	missing	upregulated	missing	missing	1	0
TWF2	missing	missing	downregulated	missing	missing	0	1
TWIST2	downregulated	missing	missing	missing	missing	0	1
TWNK	missing	upregulated	missing	missing	missing	1	0
TWSG1	missing	missing	upregulated	missing	missing	1	0
TXNDC11	missing	missing	upregulated	missing	missing	1	0
TXNL4A	missing	missing	downregulated	missing	missing	0	1
TYK2	missing	upregulated	missing	missing	missing	1	0
TYRP1	missing	downregulated	missing	missing	missing	0	1
UBE2V2-AS1	missing	downregulated	missing	missing	missing	0	1
UBLCP1	missing	downregulated	missing	missing	missing	0	1
UBR4	missing	missing	upregulated	missing	missing	1	0
UBR5	missing	missing	upregulated	missing	missing	1	0
UBTD1	missing	upregulated	missing	missing	missing	1	0
UBXN7	missing	missing	upregulated	missing	missing	1	0
UBXN8	missing	missing	downregulated	missing	missing	0	1
UCHL5	missing	downregulated	missing	missing	missing	0	1
UCK1	missing	upregulated	missing	missing	missing	1	0
UGGT2	missing	downregulated	missing	missing	missing	0	1
UHRF1	missing	missing	upregulated	missing	missing	1	0
UNC119B	missing	upregulated	upregulated	missing	missing	2	0
UNC5B-AS1	missing	upregulated	missing	missing	missing	1	0
UNC79	missing	downregulated	missing	missing	missing	0	1
UNC80	missing	downregulated	missing	missing	missing	0	1
UQCC4	missing	missing	downregulated	missing	missing	0	1
UQCR11	missing	missing	downregulated	missing	missing	0	1
UQCRC2	missing	downregulated	missing	missing	missing	0	1
USF2	missing	upregulated	missing	missing	missing	1	0
USP14	missing	downregulated	missing	missing	missing	0	1
USP17L3	missing	missing	missing	missing	downregulated	0	1
USP24	missing	missing	upregulated	missing	missing	1	0
USP25	missing	upregulated	missing	missing	missing	1	0
USP28	missing	missing	upregulated	missing	missing	1	0
USP3	missing	missing	upregulated	missing	missing	1	0
USP30	missing	missing	upregulated	missing	missing	1	0
USP34	missing	missing	upregulated	missing	missing	1	0
USP47	missing	upregulated	missing	missing	missing	1	0
USP5	missing	missing	downregulated	missing	missing	0	1
USP53	missing	missing	upregulated	missing	missing	1	0
VAC14	missing	missing	downregulated	missing	missing	0	1
VANGL2	missing	missing	upregulated	missing	missing	1	0
VASP	missing	upregulated	missing	missing	missing	1	0
VAV3	missing	missing	upregulated	missing	missing	1	0
VCAN	missing	missing	upregulated	missing	missing	1	0
VEGFB	missing	upregulated	missing	missing	missing	1	0
VEZF1	missing	upregulated	missing	missing	missing	1	0
VEZT	missing	downregulated	missing	missing	missing	0	1
VGF	downregulated	downregulated	downregulated	downregulated	downregulated	0	5
VIM	missing	missing	missing	upregulated	missing	1	0
VPS13B	missing	missing	upregulated	missing	missing	1	0
VPS28	upregulated	missing	missing	missing	missing	1	0
VPS50	missing	downregulated	missing	missing	missing	0	1
VPS54	missing	missing	upregulated	missing	missing	1	0
VPS8	missing	downregulated	missing	missing	missing	0	1
VRK2	upregulated	missing	missing	missing	missing	1	0
WASF2	missing	missing	missing	upregulated	missing	1	0
WBP1L	missing	upregulated	missing	missing	missing	1	0
WBP2	missing	missing	downregulated	missing	missing	0	1
WDFY3	missing	missing	upregulated	missing	missing	1	0
WDR48	missing	missing	upregulated	missing	missing	1	0
WDR6	missing	upregulated	missing	missing	missing	1	0
WDR64	missing	missing	missing	missing	upregulated	1	0
WDR75	missing	downregulated	missing	missing	missing	0	1
WDR76	missing	missing	upregulated	missing	missing	1	0
WDR81	missing	upregulated	missing	missing	missing	1	0
WFS1	missing	upregulated	missing	missing	missing	1	0
WNT1	missing	missing	missing	missing	downregulated	0	1
WNT6	missing	upregulated	missing	missing	missing	1	0
WSCD1	missing	upregulated	missing	missing	missing	1	0
WWC3-AS1	missing	upregulated	missing	missing	missing	1	0
WWTR1	missing	missing	upregulated	upregulated	missing	2	0
WWTR1-AS1	missing	upregulated	missing	missing	missing	1	0
XKR8	missing	upregulated	missing	missing	missing	1	0
XRN1	missing	missing	upregulated	missing	missing	1	0
XRN2	missing	missing	upregulated	missing	missing	1	0
YAP1	missing	upregulated	upregulated	missing	missing	2	0
YARS1	missing	missing	downregulated	missing	missing	0	1
YBX2	missing	missing	downregulated	missing	missing	0	1
YES1	missing	missing	upregulated	missing	missing	1	0
YIF1B	missing	missing	downregulated	missing	missing	0	1
YIPF6	missing	missing	upregulated	missing	missing	1	0
YKT6	missing	upregulated	missing	missing	missing	1	0
YPEL4	missing	downregulated	downregulated	missing	missing	0	2
YWHAEP1	missing	missing	missing	missing	downregulated	0	1
YWHAZ	missing	downregulated	missing	missing	missing	0	1
YY1	missing	upregulated	missing	missing	missing	1	0
ZBBX	missing	downregulated	missing	missing	missing	0	1
ZBED1	missing	upregulated	missing	missing	missing	1	0
ZBED6	upregulated	missing	missing	missing	missing	1	0
ZBTB1	missing	missing	upregulated	missing	missing	1	0
ZBTB10	missing	missing	upregulated	missing	missing	1	0
ZBTB12	missing	upregulated	missing	missing	missing	1	0
ZBTB16	missing	missing	upregulated	missing	missing	1	0
ZBTB20	missing	missing	upregulated	missing	missing	1	0
ZBTB34	missing	missing	upregulated	missing	missing	1	0
ZBTB37	missing	missing	upregulated	missing	missing	1	0
ZBTB38	missing	missing	upregulated	missing	missing	1	0
ZBTB42	missing	upregulated	missing	missing	missing	1	0
ZBTB43	missing	missing	upregulated	missing	missing	1	0
ZBTB47-AS1	missing	upregulated	missing	missing	missing	1	0
ZBTB5	missing	missing	upregulated	missing	missing	1	0
ZBTB7B	missing	upregulated	missing	missing	missing	1	0
ZBTB8B	missing	missing	upregulated	missing	missing	1	0
ZC3H12C	missing	missing	upregulated	missing	missing	1	0
ZCCHC12	downregulated	downregulated	missing	missing	downregulated	0	3
ZCCHC14	missing	missing	upregulated	missing	missing	1	0
ZCCHC17	missing	missing	downregulated	missing	missing	0	1
ZDHHC2	missing	missing	upregulated	missing	missing	1	0
ZDHHC23	missing	downregulated	missing	downregulated	missing	0	2
ZFAND4	missing	missing	upregulated	missing	missing	1	0
ZFP36L1	missing	missing	missing	upregulated	missing	1	0
ZFP36L2	missing	missing	missing	upregulated	missing	1	0
ZFX	missing	missing	upregulated	missing	missing	1	0
ZFYVE27	missing	missing	downregulated	missing	missing	0	1
ZHX1	missing	missing	upregulated	missing	missing	1	0
ZHX3	missing	upregulated	upregulated	missing	missing	2	0
ZIC2	missing	missing	upregulated	missing	missing	1	0
ZIC3	missing	missing	upregulated	missing	missing	1	0
ZIC4	upregulated	missing	missing	missing	missing	1	0
ZIC5	missing	missing	upregulated	missing	missing	1	0
ZKSCAN8	missing	missing	upregulated	missing	missing	1	0
ZMAT2	missing	missing	downregulated	missing	missing	0	1
ZMPSTE24	missing	missing	upregulated	missing	missing	1	0
ZMYND8	missing	upregulated	upregulated	missing	missing	2	0
ZNF100	missing	missing	upregulated	missing	missing	1	0
ZNF107	missing	missing	upregulated	missing	missing	1	0
ZNF169	missing	downregulated	downregulated	missing	missing	0	2
ZNF184	missing	downregulated	missing	missing	missing	0	1
ZNF215	missing	downregulated	missing	missing	missing	0	1
ZNF217	missing	missing	upregulated	missing	missing	1	0
ZNF219	missing	upregulated	missing	missing	missing	1	0
ZNF227	missing	missing	upregulated	missing	missing	1	0
ZNF234	missing	missing	upregulated	missing	missing	1	0
ZNF24	missing	missing	upregulated	missing	missing	1	0
ZNF25-DT	missing	downregulated	missing	missing	missing	0	1
ZNF254	missing	missing	upregulated	missing	missing	1	0
ZNF286A-TBC1D26	missing	missing	missing	missing	downregulated	0	1
ZNF292	missing	missing	upregulated	missing	missing	1	0
ZNF319	missing	upregulated	missing	missing	missing	1	0
ZNF324B	missing	downregulated	missing	missing	missing	0	1
ZNF334	missing	downregulated	missing	missing	missing	0	1
ZNF358	missing	upregulated	missing	missing	missing	1	0
ZNF366	missing	missing	upregulated	missing	missing	1	0
ZNF382	missing	downregulated	missing	missing	missing	0	1
ZNF384	missing	missing	upregulated	missing	missing	1	0
ZNF395	missing	upregulated	upregulated	missing	missing	2	0
ZNF438	missing	upregulated	missing	missing	missing	1	0
ZNF441	missing	downregulated	downregulated	missing	missing	0	2
ZNF462	missing	missing	upregulated	missing	missing	1	0
ZNF467	missing	upregulated	missing	missing	missing	1	0
ZNF486	missing	missing	upregulated	missing	missing	1	0
ZNF516	missing	missing	upregulated	missing	missing	1	0
ZNF521	missing	missing	upregulated	missing	missing	1	0
ZNF532	missing	missing	upregulated	missing	missing	1	0
ZNF540	missing	downregulated	missing	missing	missing	0	1
ZNF555	missing	missing	upregulated	missing	missing	1	0
ZNF558	missing	missing	upregulated	missing	missing	1	0
ZNF592	missing	upregulated	upregulated	missing	missing	2	0
ZNF596	missing	downregulated	missing	missing	missing	0	1
ZNF609	missing	upregulated	upregulated	missing	missing	2	0
ZNF618	missing	upregulated	missing	missing	missing	1	0
ZNF621	missing	missing	upregulated	missing	missing	1	0
ZNF622	missing	missing	downregulated	missing	missing	0	1
ZNF639	missing	missing	upregulated	missing	missing	1	0
ZNF644	missing	missing	upregulated	missing	missing	1	0
ZNF652-AS1	missing	upregulated	missing	missing	missing	1	0
ZNF672	missing	upregulated	missing	missing	missing	1	0
ZNF69	missing	upregulated	upregulated	missing	missing	2	0
ZNF704	missing	upregulated	upregulated	missing	missing	2	0
ZNF706	missing	missing	downregulated	missing	missing	0	1
ZNF711	missing	downregulated	missing	missing	missing	0	1
ZNF740	missing	missing	upregulated	missing	missing	1	0
ZNF768	missing	upregulated	missing	missing	missing	1	0
ZNF77	missing	missing	downregulated	missing	missing	0	1
ZNF792	missing	missing	upregulated	missing	missing	1	0
ZNF8	missing	missing	upregulated	missing	missing	1	0
ZNF81	missing	missing	upregulated	missing	missing	1	0
ZNF816	missing	missing	upregulated	missing	missing	1	0
ZNF853	missing	upregulated	missing	missing	missing	1	0
ZNFX1	missing	missing	upregulated	missing	missing	1	0
ZNG1E	missing	downregulated	missing	missing	missing	0	1
ZNNT1	missing	downregulated	missing	missing	missing	0	1
ZNRF3	missing	missing	upregulated	missing	missing	1	0
ZPR1	missing	missing	downregulated	missing	missing	0	1
ZPR1P1	upregulated	missing	missing	missing	missing	1	0
ZRANB3	missing	downregulated	missing	missing	missing	0	1
ZRSR2P1	missing	upregulated	missing	missing	missing	1	0
ZSCAN18	missing	missing	downregulated	missing	missing	0	1
ZSWIM5	missing	missing	upregulated	missing	missing	1	0
ZSWIM6	missing	missing	upregulated	missing	missing	1	0
ZWILCH	missing	downregulated	missing	missing	missing	0	1
