gene_name	Annese_et_al	Magistry_et_al	Luo_et_al	van_Rooij_et_al	upregulated_count	downregulated_count
BTBD8	missing	missing	upregulated	downregulated	1	1
BTBD9-AS1	missing	missing	missing	downregulated	0	1
BTC	downregulated	missing	missing	missing	0	1
BTF3L4	missing	missing	upregulated	missing	1	0
BTG1-DT	missing	missing	missing	upregulated	1	0
BTK	upregulated	upregulated	missing	missing	2	0
BTN1A1	missing	missing	missing	upregulated	1	0
BTRC	missing	missing	missing	downregulated	0	1
BUB1B-PAK6	missing	missing	upregulated	downregulated	1	1
BVES-AS1	missing	missing	missing	upregulated	1	0
BZW2	missing	missing	missing	downregulated	0	1
C10orf105	missing	missing	downregulated	missing	0	1
C10orf67	downregulated	missing	downregulated	missing	0	2
C10orf90	upregulated	missing	missing	missing	1	0
C11orf21	upregulated	missing	missing	missing	1	0
C11orf68	missing	missing	downregulated	missing	0	1
C11orf87	downregulated	missing	missing	downregulated	0	2
C11orf91	missing	missing	upregulated	missing	1	0
C11orf98	missing	missing	upregulated	missing	1	0
C12orf43	missing	missing	missing	downregulated	0	1
C14orf132	missing	missing	missing	downregulated	0	1
C14orf28	missing	missing	downregulated	missing	0	1
C15orf39	missing	missing	upregulated	missing	1	0
C15orf62	missing	missing	missing	upregulated	1	0
C16orf86	missing	missing	upregulated	missing	1	0
C16orf89	missing	missing	upregulated	missing	1	0
C16orf96	missing	missing	upregulated	missing	1	0
C17orf100	missing	missing	downregulated	missing	0	1
C17orf107	missing	missing	missing	downregulated	0	1
C17orf58	missing	missing	missing	downregulated	0	1
C17orf67	missing	missing	missing	upregulated	1	0
C18orf54	upregulated	missing	downregulated	upregulated	2	1
C19orf38	missing	missing	downregulated	missing	0	1
C19orf53	missing	missing	upregulated	missing	1	0
C1QA	upregulated	missing	missing	missing	1	0
C1QB	upregulated	missing	downregulated	missing	1	1
C1QBP	missing	missing	missing	downregulated	0	1
C1QC	upregulated	missing	missing	missing	1	0
C1QL2	missing	missing	missing	downregulated	0	1
C1QL3	downregulated	missing	missing	downregulated	0	2
C1QTNF1-AS1	missing	missing	missing	upregulated	1	0
C1QTNF3-AMACR	missing	missing	upregulated	missing	1	0
C1QTNF4	missing	missing	missing	downregulated	0	1
C1QTNF5	downregulated	missing	missing	missing	0	1
C1QTNF6	upregulated	missing	missing	missing	1	0
C1QTNF9B	missing	missing	missing	downregulated	0	1
C1R	upregulated	missing	upregulated	upregulated	3	0
C1S	upregulated	missing	missing	upregulated	2	0
C1orf115	missing	missing	missing	downregulated	0	1
C1orf162	upregulated	missing	missing	missing	1	0
C1orf198	upregulated	missing	missing	missing	1	0
C1orf216	downregulated	missing	missing	downregulated	0	2
C1orf226	missing	missing	missing	upregulated	1	0
C1orf94	missing	missing	missing	downregulated	0	1
C21orf91	upregulated	missing	missing	missing	1	0
C22orf46P	missing	missing	missing	upregulated	1	0
C2CD2L	downregulated	missing	missing	downregulated	0	2
C2CD4B	missing	missing	upregulated	missing	1	0
C2CD4D-AS1	missing	missing	downregulated	missing	0	1
C2CD6	missing	missing	upregulated	missing	1	0
C2orf80	downregulated	missing	missing	downregulated	0	2
C2orf88	missing	missing	upregulated	missing	1	0
C3	upregulated	missing	missing	missing	1	0
C3AR1	upregulated	missing	missing	missing	1	0
C3orf52	missing	missing	upregulated	missing	1	0
C3orf80	missing	missing	missing	downregulated	0	1
C4A	missing	missing	upregulated	missing	1	0
C4orf19	missing	missing	downregulated	missing	0	1
C4orf3	missing	missing	downregulated	missing	0	1
C4orf33	missing	missing	upregulated	missing	1	0
C4orf36	missing	missing	downregulated	missing	0	1
C4orf50	missing	missing	missing	downregulated	0	1
C5AR1	upregulated	missing	missing	upregulated	2	0
C5orf22	downregulated	missing	upregulated	downregulated	1	2
C5orf63	missing	missing	downregulated	missing	0	1
C6orf118	downregulated	missing	missing	missing	0	1
C6orf136	missing	missing	missing	downregulated	0	1
C6orf163	missing	missing	upregulated	missing	1	0
C7orf25	missing	missing	upregulated	missing	1	0
C7orf57	downregulated	missing	missing	missing	0	1
C8orf34	downregulated	missing	downregulated	missing	0	2
C8orf44-SGK3	missing	missing	upregulated	missing	1	0
C9orf153	upregulated	missing	missing	missing	1	0
C9orf50	missing	missing	upregulated	missing	1	0
C9orf85	missing	missing	upregulated	missing	1	0
CA10	downregulated	missing	missing	downregulated	0	2
CA12	downregulated	missing	missing	downregulated	0	2
CA14	downregulated	missing	missing	downregulated	0	2
CA4	missing	missing	downregulated	missing	0	1
CA7	missing	missing	missing	downregulated	0	1
CAB39L	missing	missing	missing	upregulated	1	0
CABP1-DT	missing	missing	missing	downregulated	0	1
CABP7-DT	downregulated	downregulated	missing	missing	0	2
CACNA1A	downregulated	missing	missing	downregulated	0	2
CACNA1D	missing	missing	missing	downregulated	0	1
CACNA1E	downregulated	missing	missing	downregulated	0	2
CACNA1F	missing	upregulated	missing	missing	1	0
CACNA1G-AS1	missing	missing	upregulated	downregulated	1	1
CACNA1H	downregulated	missing	missing	missing	0	1
CACNA2D1-AS1	downregulated	missing	upregulated	downregulated	1	2
CACNA2D3-AS1	missing	missing	missing	downregulated	0	1
CACNB1	downregulated	missing	missing	downregulated	0	2
CACNB2	missing	missing	missing	downregulated	0	1
CACNB3	missing	missing	missing	downregulated	0	1
CACNB4	missing	missing	missing	downregulated	0	1
CACNG2-DT	missing	missing	missing	downregulated	0	1
CACNG3	downregulated	missing	missing	downregulated	0	2
CACNG4	downregulated	missing	missing	missing	0	1
CACNG7	missing	missing	downregulated	missing	0	1
CACNG8	downregulated	missing	missing	downregulated	0	2
CACTIN	missing	missing	upregulated	missing	1	0
CADM3-AS1	downregulated	missing	upregulated	downregulated	1	2
CADM4	missing	missing	downregulated	missing	0	1
CADPS	downregulated	missing	upregulated	downregulated	1	2
CADPS2	downregulated	missing	missing	missing	0	1
CALB1	downregulated	missing	missing	downregulated	0	2
CALB2	missing	missing	missing	downregulated	0	1
CALCOCO2	missing	missing	missing	upregulated	1	0
CALCRL-AS1	missing	missing	downregulated	upregulated	1	1
CALD1	upregulated	missing	missing	upregulated	2	0
CALHM1	missing	missing	missing	downregulated	0	1
CALHM2	missing	missing	missing	upregulated	1	0
CALHM4	downregulated	missing	missing	missing	0	1
CALM1	missing	missing	missing	downregulated	0	1
CALM3	downregulated	missing	missing	downregulated	0	2
CALN1	downregulated	missing	missing	downregulated	0	2
CALY	downregulated	missing	upregulated	downregulated	1	2
CAMK1	missing	missing	downregulated	downregulated	0	2
CAMK1D	downregulated	missing	missing	downregulated	0	2
CAMK1G	downregulated	missing	missing	downregulated	0	2
CAMK2A	downregulated	missing	missing	downregulated	0	2
CAMK2B	downregulated	missing	missing	downregulated	0	2
CAMK2N2	missing	missing	missing	downregulated	0	1
CAMK4	downregulated	missing	upregulated	downregulated	1	2
CAMKK1	downregulated	missing	missing	downregulated	0	2
CAMKK2	downregulated	missing	missing	downregulated	0	2
CAMKV	downregulated	missing	missing	downregulated	0	2
CAMSAP3	missing	missing	missing	downregulated	0	1
CAMTA1-DT	missing	missing	missing	downregulated	0	1
CANDN1	upregulated	missing	upregulated	missing	2	0
CAPN15	missing	missing	upregulated	missing	1	0
CAPN2	upregulated	missing	missing	missing	1	0
CAPN5	missing	missing	upregulated	missing	1	0
CAPNS1	missing	missing	upregulated	downregulated	1	1
CAPNS2	missing	missing	upregulated	missing	1	0
CAPRIN2	missing	missing	missing	downregulated	0	1
CAPS2-AS1	missing	missing	downregulated	missing	0	1
CAPSL-DT	downregulated	missing	missing	missing	0	1
CARD10	missing	missing	missing	upregulated	1	0
CARD14	missing	missing	downregulated	missing	0	1
CARD6	missing	missing	missing	upregulated	1	0
CARD8-AS1	upregulated	missing	missing	upregulated	2	0
CARHSP1-DT	upregulated	missing	missing	upregulated	2	0
CARMIL2	missing	missing	missing	downregulated	0	1
CARMIL3	missing	missing	missing	downregulated	0	1
CARTPT	missing	missing	downregulated	downregulated	0	2
CASC3	missing	missing	missing	upregulated	1	0
CASD1	downregulated	missing	missing	downregulated	0	2
CASKIN1	missing	missing	downregulated	downregulated	0	2
CASKIN2	missing	missing	upregulated	missing	1	0
CASP1	upregulated	missing	missing	missing	1	0
CASP10	missing	missing	missing	upregulated	1	0
CASP12	missing	missing	missing	upregulated	1	0
CASP3	missing	missing	downregulated	missing	0	1
CASP4	upregulated	missing	upregulated	upregulated	3	0
CASP5	upregulated	missing	missing	missing	1	0
CASP7	missing	missing	missing	upregulated	1	0
CASQ2	missing	missing	missing	upregulated	1	0
CASTOR2	missing	missing	upregulated	missing	1	0
CASZ1	missing	missing	missing	upregulated	1	0
CATSPERE	missing	missing	downregulated	missing	0	1
CAV1	missing	missing	missing	upregulated	1	0
CAVIN1	missing	missing	missing	upregulated	1	0
CAVIN4	missing	missing	upregulated	missing	1	0
CBARP-DT	missing	missing	upregulated	missing	1	0
CBFB	upregulated	missing	downregulated	upregulated	2	1
CBLN1	missing	missing	missing	downregulated	0	1
CBLN2	missing	missing	missing	downregulated	0	1
CBLN3	missing	missing	upregulated	missing	1	0
CBLN4	missing	missing	missing	downregulated	0	1
CBR1-AS1	missing	missing	upregulated	missing	1	0
CBX2	missing	missing	missing	upregulated	1	0
CCBE1	downregulated	missing	missing	downregulated	0	2
CCDC102A	missing	missing	missing	upregulated	1	0
CCDC103	downregulated	missing	missing	missing	0	1
CCDC106	missing	missing	downregulated	missing	0	1
CCDC110	missing	missing	upregulated	missing	1	0
CCDC115	missing	missing	missing	downregulated	0	1
CCDC117	missing	missing	downregulated	upregulated	1	1
CCDC120	missing	missing	upregulated	missing	1	0
CCDC126	missing	missing	downregulated	missing	0	1
CCDC14	missing	missing	upregulated	missing	1	0
CCDC144CP	upregulated	missing	missing	missing	1	0
CCDC148-AS1	missing	missing	upregulated	missing	1	0
CCDC152	missing	missing	downregulated	upregulated	1	1
CCDC163	missing	missing	upregulated	missing	1	0
CCDC168	missing	missing	upregulated	missing	1	0
CCDC169-SOHLH2	missing	missing	upregulated	missing	1	0
CCDC17	missing	missing	missing	upregulated	1	0
CCDC170	downregulated	missing	missing	missing	0	1
CCDC171	missing	missing	upregulated	missing	1	0
CCDC175	missing	missing	upregulated	missing	1	0
CCDC177	missing	missing	upregulated	downregulated	1	1
CCDC18-AS1	missing	missing	downregulated	missing	0	1
CCDC181	missing	missing	upregulated	missing	1	0
CCDC184	missing	missing	missing	downregulated	0	1
CCDC22	missing	missing	upregulated	missing	1	0
CCDC30	missing	missing	upregulated	missing	1	0
CCDC33	downregulated	missing	missing	missing	0	1
CCDC40	missing	missing	missing	upregulated	1	0
CCDC54-AS1	missing	missing	upregulated	missing	1	0
CCDC60	downregulated	missing	missing	missing	0	1
CCDC65	downregulated	missing	missing	missing	0	1
CCDC66	missing	missing	upregulated	missing	1	0
CCDC68	missing	missing	upregulated	missing	1	0
CCDC69	missing	missing	missing	upregulated	1	0
CCDC71	missing	missing	downregulated	missing	0	1
CCDC74B	missing	missing	downregulated	missing	0	1
CCDC80	downregulated	missing	missing	missing	0	1
CCDC81	missing	missing	missing	upregulated	1	0
CCDC82	missing	missing	upregulated	missing	1	0
CCDC88A	missing	missing	upregulated	missing	1	0
CCDC88B	upregulated	missing	upregulated	missing	2	0
CCDC89	missing	missing	upregulated	missing	1	0
CCDC91	missing	missing	upregulated	missing	1	0
CCKBR	downregulated	missing	upregulated	downregulated	1	2
CCL19	downregulated	missing	missing	missing	0	1
CCL26	missing	missing	missing	upregulated	1	0
CCL5	missing	missing	upregulated	missing	1	0
CCM2	missing	missing	upregulated	missing	1	0
CCN2	missing	missing	missing	upregulated	1	0
CCN3	downregulated	missing	missing	missing	0	1
CCN4	missing	missing	upregulated	missing	1	0
CCN5	missing	missing	downregulated	missing	0	1
CCNA2	missing	missing	missing	upregulated	1	0
CCNC	downregulated	missing	missing	missing	0	1
CCND1	missing	missing	upregulated	missing	1	0
CCNE2	missing	missing	upregulated	missing	1	0
CCNG1	missing	missing	missing	upregulated	1	0
CCNH	missing	missing	missing	downregulated	0	1
CCNI	missing	missing	missing	upregulated	1	0
CCNI2	missing	missing	missing	upregulated	1	0
CCNJL	missing	missing	downregulated	missing	0	1
CCNO-DT	downregulated	missing	missing	missing	0	1
CCNT2-AS1	missing	missing	upregulated	missing	1	0
CCP110	upregulated	missing	missing	upregulated	2	0
CCR1	upregulated	missing	missing	missing	1	0
CCR2	missing	missing	missing	upregulated	1	0
CCR5AS	upregulated	missing	missing	missing	1	0
CCRL2	upregulated	missing	missing	missing	1	0
CCSER1	downregulated	missing	missing	missing	0	1
CD109	upregulated	missing	missing	missing	1	0
CD14	upregulated	missing	missing	missing	1	0
CD151	missing	missing	upregulated	upregulated	2	0
CD163	upregulated	missing	missing	upregulated	2	0
CD163L1	missing	missing	downregulated	missing	0	1
CD164	missing	missing	missing	upregulated	1	0
CD177	upregulated	missing	missing	missing	1	0
CD180	upregulated	missing	missing	upregulated	2	0
CD2	missing	missing	upregulated	upregulated	2	0
CD200	missing	missing	missing	downregulated	0	1
CD22	upregulated	missing	missing	upregulated	2	0
CD24	downregulated	missing	missing	missing	0	1
CD2AP-DT	missing	missing	missing	upregulated	1	0
CD300A	upregulated	missing	missing	missing	1	0
CD34	upregulated	missing	missing	missing	1	0
CD36	downregulated	missing	upregulated	missing	1	1
CD37	missing	missing	upregulated	missing	1	0
CD3E	missing	missing	upregulated	missing	1	0
CD4	upregulated	missing	missing	missing	1	0
CD44-DT	upregulated	missing	missing	upregulated	2	0
CD46	missing	missing	missing	upregulated	1	0
CD47	missing	missing	downregulated	missing	0	1
CD48	missing	missing	upregulated	missing	1	0
CD52	missing	missing	upregulated	missing	1	0
CD53	upregulated	missing	missing	missing	1	0
CD58	missing	missing	missing	upregulated	1	0
CD6	missing	upregulated	missing	missing	1	0
CD68	upregulated	missing	missing	missing	1	0
CD7	missing	missing	upregulated	missing	1	0
CD74	upregulated	missing	upregulated	missing	2	0
CD83	missing	missing	missing	downregulated	0	1
CD84	upregulated	missing	missing	missing	1	0
CD86	upregulated	missing	missing	missing	1	0
CD8B2	missing	missing	downregulated	missing	0	1
CD93	upregulated	missing	upregulated	missing	2	0
CD96	missing	missing	missing	upregulated	1	0
CDA	upregulated	missing	upregulated	upregulated	3	0
CDADC1	missing	missing	upregulated	missing	1	0
CDC20-DT	missing	missing	upregulated	missing	1	0
CDC25B	upregulated	missing	missing	missing	1	0
CDC26	missing	missing	missing	upregulated	1	0
CDC40	downregulated	missing	upregulated	missing	1	1
CDC42BPG	downregulated	missing	missing	upregulated	1	1
CDC42EP2	upregulated	missing	upregulated	missing	2	0
CDC42EP4	missing	missing	upregulated	missing	1	0
CDC42SE1	missing	missing	missing	upregulated	1	0
CDC42SE2	missing	missing	upregulated	missing	1	0
CDC45	missing	missing	missing	upregulated	1	0
CDH10	missing	missing	missing	downregulated	0	1
CDH12	missing	missing	upregulated	downregulated	1	1
CDH13-AS1	downregulated	missing	missing	downregulated	0	2
CDH18-AS1	missing	missing	missing	downregulated	0	1
CDH22	downregulated	missing	missing	downregulated	0	2
CDH23-AS1	missing	missing	upregulated	missing	1	0
CDH26	missing	missing	missing	upregulated	1	0
CDH3-AS1	downregulated	missing	missing	missing	0	1
CDH4	missing	missing	upregulated	missing	1	0
CDH6	missing	missing	downregulated	missing	0	1
CDH8-AS1	downregulated	missing	missing	downregulated	0	2
CDH9	downregulated	missing	missing	downregulated	0	2
CDHR1	missing	missing	missing	downregulated	0	1
CDHR3	downregulated	missing	missing	missing	0	1
CDHR4	downregulated	missing	missing	missing	0	1
CDHR5	downregulated	missing	missing	missing	0	1
CDIN1	missing	missing	upregulated	missing	1	0
CDIPT	missing	missing	upregulated	missing	1	0
CDK11A	missing	missing	missing	upregulated	1	0
CDK11B	missing	missing	upregulated	missing	1	0
CDK14	downregulated	missing	missing	downregulated	0	2
CDK18	upregulated	missing	missing	missing	1	0
CDK2	missing	missing	missing	upregulated	1	0
CDK20	missing	missing	missing	downregulated	0	1
CDK2AP1	missing	missing	missing	upregulated	1	0
CDK5	downregulated	missing	missing	downregulated	0	2
CDK5R1	missing	missing	missing	downregulated	0	1
CDK5R2-AS1	missing	missing	missing	downregulated	0	1
CDKN2A	missing	missing	downregulated	missing	0	1
CDKN2C	missing	missing	missing	upregulated	1	0
CDKN2D	missing	missing	upregulated	missing	1	0
CDO1	downregulated	missing	missing	missing	0	1
CDR2-DT	downregulated	missing	missing	missing	0	1
CDRT15L2	missing	downregulated	missing	missing	0	1
CEACAM16-AS1	missing	missing	missing	upregulated	1	0
CEBPD	upregulated	missing	missing	upregulated	2	0
CEBPG	missing	missing	missing	upregulated	1	0
CEL	downregulated	missing	missing	missing	0	1
CELF2-DT	missing	missing	missing	downregulated	0	1
CELF3	missing	missing	upregulated	downregulated	1	1
CELF4	missing	missing	missing	downregulated	0	1
CELF5	missing	missing	missing	downregulated	0	1
CELSR1	downregulated	missing	upregulated	missing	1	1
CELSR2	missing	missing	upregulated	missing	1	0
CELSR3	missing	missing	missing	downregulated	0	1
CEMIP	missing	missing	downregulated	missing	0	1
CEND1	missing	missing	missing	downregulated	0	1
CENPF	downregulated	missing	upregulated	missing	1	1
CENPJ	upregulated	missing	missing	missing	1	0
CENPS-CORT	missing	missing	missing	downregulated	0	1
CENPU	missing	missing	downregulated	missing	0	1
CENPVL1	missing	missing	upregulated	missing	1	0
CENPW	missing	missing	missing	downregulated	0	1
CEP112	missing	missing	missing	upregulated	1	0
CEP135	missing	missing	upregulated	upregulated	2	0
CEP15	missing	missing	upregulated	downregulated	1	1
CEP152	missing	missing	missing	upregulated	1	0
CEP162	missing	missing	upregulated	missing	1	0
CEP170B	missing	missing	missing	downregulated	0	1
CEP290	missing	missing	upregulated	missing	1	0
CEP295NL	missing	missing	upregulated	missing	1	0
CEP41	downregulated	missing	missing	downregulated	0	2
