chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
1	ENSG00000240667	NBPF18P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
13	ENSG00000125245	GPR18	0.4541	0.749	-++	Not differentially expressed	64.9	5.699	2	0.05789
X	ENSG00000077721	UBE2A	0.3832	-0.872	---	Not differentially expressed	0.0	0.166	2	0.9204
17	ENSG00000108932	SLC16A6	0.08094	-1.745	-+-	Not differentially expressed	49.7	3.977	2	0.1369
19	ENSG00000267736	HMGB2P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
13	ENSG00000277640	AL445647.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000227102	OR2AS1P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000141232	TOB1	0.003272	2.941	+++	Not differentially expressed	0.0	1.008	2	0.6042
19	ENSG00000242221	PSG2	0.0004216	3.526	+++	Not differentially expressed	51.7	4.14	2	0.1262
3	ENSG00000131386	GALNT15	1.255e-06	4.847	+++	Not differentially expressed	28.7	2.803	2	0.2462
17	ENSG00000173065	FAM222B	0.1116	1.591	+++	Not differentially expressed	37.2	3.183	2	0.2036
19	ENSG00000105662	CRTC1	0.306	-1.024	+--	Not differentially expressed	65.5	5.802	2	0.05497
1	ENSG00000117480	FAAH	0.9072	0.117	-+-	Not differentially expressed	39.0	3.276	2	0.1944
18	ENSG00000215492	HNRNPA1P7	0.3305	0.973	0++	Not differentially expressed	0.0	0.451	2	0.7979
2	ENSG00000214369	AC009967.1	0.1799	1.341	+++	Not differentially expressed	0.0	0.537	2	0.7644
12	ENSG00000255575	AC004812.1	0.9707	-0.037	00-	Not differentially expressed	0.0	0.002	2	0.9992
4	ENSG00000270665	HNRNPA1P67	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000201014	RNA5SP232	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000220831	NDUFA5P9	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
Y	ENSG00000224060	ARSEP1	0.4671	-0.727	0--	Not differentially expressed	0.0	0.197	2	0.9063
1	ENSG00000186827	TNFRSF4	0.84	-0.202	0-+	Not differentially expressed	0.0	1.01	2	0.6035
14	ENSG00000258587	AC006530.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
14	ENSG00000252424	RNA5SP384	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000235716	KRT18P46	0.7171	-0.362	-++	Not differentially expressed	0.0	0.777	2	0.6779
19	ENSG00000181240	SLC25A41	0.8166	0.232	+++	Not differentially expressed	0.0	0.106	2	0.9482
14	ENSG00000240210	AL122013.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000178796	RIIAD1	4.916e-06	-4.568	---	Not differentially expressed	0.0	0.787	2	0.6745
6	ENSG00000111962	UST	0.2391	-1.177	--+	Not differentially expressed	15.4	2.363	2	0.3068
17	ENSG00000167863	ATP5PD	0.1265	-1.528	---	Not differentially expressed	0.0	0.603	2	0.7398
8	ENSG00000177669	MBOAT4	0.5325	-0.624	0--	Not differentially expressed	0.0	0.181	2	0.9133
14	ENSG00000259648	AL132640.2	0.4372	0.777	0++	Not differentially expressed	0.0	0.224	2	0.8942
5	ENSG00000171815	PCDHB1	0.3179	0.999	+++	Not differentially expressed	0.0	0.389	2	0.8231
12	ENSG00000166153	DEPDC4	0.7641	-0.3	-+-	Not differentially expressed	0.0	1.619	2	0.4451
2	ENSG00000228848	AC105402.2	0.5905	0.538	00+	Not differentially expressed	0.0	0.331	2	0.8477
15	ENSG00000274966	AC019322.3	0.6918	-0.396	0--	Not differentially expressed	0.0	0.058	2	0.9714
11	ENSG00000225236	AP000936.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000086619	ERO1B	0.1656	-1.386	---	Not differentially expressed	25.1	2.672	2	0.2629
10	ENSG00000172586	CHCHD1	0.00261	-3.01	---	Not differentially expressed	0.0	0.137	2	0.9337
9	ENSG00000135052	GOLM1	0.07844	1.76	+-+	Not differentially expressed	76.0	8.341	2	0.01544
17	ENSG00000108691	CCL2	0.7366	0.336	+-+	Not differentially expressed	45.9	3.699	2	0.1573
X	ENSG00000227779	AC234779.1	0.9961	0.005	00+	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000235266	RPL22P17	0.3293	0.976	00+	Not differentially expressed	0.0	1.086	2	0.5809
20	ENSG00000101074	R3HDML	0.593	0.535	0+-	Not differentially expressed	0.0	1.157	2	0.5608
9	ENSG00000213954	ATP5PDP3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
16	ENSG00000179588	ZFPM1	0.3698	0.897	+++	Not differentially expressed	0.0	0.538	2	0.7642
19	ENSG00000267422	AC016582.2	0.06269	1.861	0++	Not differentially expressed	18.6	2.456	2	0.2928
X	ENSG00000226048	YBX1P8	0.8064	-0.245	0+-	Not differentially expressed	0.0	0.49	2	0.7828
7	ENSG00000005020	SKAP2	0.001954	-3.097	---	Not differentially expressed	0.0	1.788	2	0.409
11	ENSG00000165905	LARGE2	0.5329	0.624	0++	Not differentially expressed	0.0	0.24	2	0.887
18	ENSG00000141665	FBXO15	0.2826	1.074	+++	Not differentially expressed	0.0	1.571	2	0.4558
X	ENSG00000219870	AC119618.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000226631	SLC9A3P3	0.8723	0.161	00+	Not differentially expressed	0.0	0.029	2	0.9854
18	ENSG00000265279	CLUHP6	0.5436	0.607	0+-	Not differentially expressed	0.0	1.08	2	0.5828
11	ENSG00000149187	CELF1	0.05934	-1.886	---	Not differentially expressed	0.0	0.37	2	0.8312
3	ENSG00000114248	LRRC31	0.8321	-0.212	0+-	Not differentially expressed	0.0	1.96	2	0.3752
5	ENSG00000270989	AC139493.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000182791	CCDC87	0.006576	-2.718	---	Not differentially expressed	0.0	0.11	2	0.9463
12	ENSG00000255374	TAS2R43	0.8556	-0.182	0-0	Not differentially expressed	0.0	0.093	2	0.9547
4	ENSG00000250940	AC116562.3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000157219	HTR5A	0.0001091	-3.87	---	Not differentially expressed	0.0	0.421	2	0.8101
X	ENSG00000227393	AL031575.1	0.3391	0.956	-++	Not differentially expressed	37.8	3.217	2	0.2002
2	ENSG00000153574	RPIA	0.9608	-0.049	--+	Not differentially expressed	0.0	1.014	2	0.6023
13	ENSG00000180138	CSNK1A1L	0.4091	-0.825	0+-	Not differentially expressed	70.5	6.772	2	0.03384
21	ENSG00000228930	MTCO1P3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
20	ENSG00000124143	ARHGAP40	0.9317	0.086	00+	Not differentially expressed	0.0	0.008	2	0.9958
4	ENSG00000164105	SAP30	0.1382	1.483	-++	Not differentially expressed	43.7	3.55	2	0.1695
11	ENSG00000177830	CHID1	0.006901	-2.702	+--	Not differentially expressed	80.2	10.097	2	0.006419
1	ENSG00000121766	ZCCHC17	1.455e-05	-4.335	---	Not differentially expressed	0.0	0.799	2	0.6705
5	ENSG00000145721	LIX1	0.9589	0.051	+--	Not differentially expressed	0.0	0.258	2	0.8788
2	ENSG00000076003	MCM6	0.01216	-2.507	---	Not differentially expressed	0.0	0.332	2	0.8472
7	ENSG00000158623	COPG2	0.03899	-2.064	---	Not differentially expressed	0.0	0.138	2	0.9335
7	ENSG00000133561	GIMAP6	6.3e-06	4.516	+++	Not differentially expressed	0.0	0.292	2	0.864
14	ENSG00000092330	TINF2	0.6847	-0.406	--+	Not differentially expressed	31.4	2.915	2	0.2328
12	ENSG00000011465	DCN	0.0006052	3.429	+++	Not differentially expressed	0.0	0.366	2	0.8326
X	ENSG00000184905	TCEAL2	0.01538	-2.423	+--	Not differentially expressed	45.5	3.672	2	0.1594
16	ENSG00000185338	SOCS1	0.9438	-0.071	0+-	Not differentially expressed	0.0	0.075	2	0.9632
9	ENSG00000227321	MTND4P15	0.5687	0.57	0++	Not differentially expressed	0.0	0.91	2	0.6346
19	ENSG00000213014	VN2R17P	0.7017	0.383	0++	Not differentially expressed	0.0	0.331	2	0.8476
4	ENSG00000170006	TMEM154	0.5004	0.674	+++	Not differentially expressed	0.0	0.469	2	0.791
1	ENSG00000184389	A3GALT2	0.8972	0.129	00+	Not differentially expressed	0.0	0.019	2	0.9905
12	ENSG00000111729	CLEC4A	0.7043	0.38	++-	Not differentially expressed	0.0	0.465	2	0.7925
19	ENSG00000130751	NPAS1	0.7689	0.294	+-+	Not differentially expressed	0.0	1.96	2	0.3753
10	ENSG00000230609	AL513185.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000240375	VPS26AP1	0.1454	1.456	0++	Not differentially expressed	23.3	2.606	2	0.2717
2	ENSG00000174453	VWC2L	0.002446	-3.03	---	Not differentially expressed	0.0	0.081	2	0.9601
2	ENSG00000118257	NRP2	0.01029	2.566	++-	Not differentially expressed	73.1	7.421	2	0.02446
12	ENSG00000111087	GLI1	1.247e-05	4.369	+++	Not differentially expressed	79.2	9.632	2	0.008099
5	ENSG00000181163	NPM1	0.001052	-3.276	---	Not differentially expressed	0.0	0.029	2	0.9856
20	ENSG00000130589	HELZ2	0.004235	2.86	+++	Not differentially expressed	0.0	0.402	2	0.8181
3	ENSG00000240890	AC020633.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000104866	PPP1R37	0.2865	-1.066	+--	Not differentially expressed	0.0	0.522	2	0.7702
6	ENSG00000161911	TREML1	0.07701	1.768	0++	Not differentially expressed	0.0	1.223	2	0.5426
2	ENSG00000124383	MPHOSPH10	0.4626	-0.735	+--	Not differentially expressed	0.0	1.924	2	0.3821
9	ENSG00000231007	CDC20P1	0.4784	-0.709	0--	Not differentially expressed	0.0	0.255	2	0.8802
10	ENSG00000150201	FXYD4	0.9881	0.015	0+-	Not differentially expressed	0.0	0.508	2	0.7758
9	ENSG00000119522	DENND1A	0.6402	-0.467	+-+	Not differentially expressed	18.1	2.441	2	0.2951
5	ENSG00000113580	NR3C1	0.344	-0.946	--+	Not differentially expressed	0.0	1.977	2	0.3722
17	ENSG00000232938	RPL23AP87	0.6028	-0.52	--+	Not differentially expressed	0.0	0.52	2	0.7712
16	ENSG00000159792	PSKH1	0.01278	2.49	+++	Not differentially expressed	0.0	0.624	2	0.7319
X	ENSG00000215301	DDX3X	0.04856	1.972	+++	Not differentially expressed	0.0	0.348	2	0.8404
1	ENSG00000224348	AL592076.1	0.4363	0.778	+++	Not differentially expressed	0.0	0.266	2	0.8755
8	ENSG00000177459	ERICH5	0.4872	-0.695	+--	Not differentially expressed	0.0	1.347	2	0.51
20	ENSG00000218902	PTMAP3	0.4059	-0.831	00-	Not differentially expressed	0.0	0.789	2	0.6742
9	ENSG00000236739	CLIC4P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000267220	AC011447.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
9	ENSG00000137078	SIT1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000186395	KRT10	0.7258	0.351	+-+	Not differentially expressed	0.0	1.467	2	0.4802
1	ENSG00000143190	POU2F1	0.591	0.537	-++	Not differentially expressed	4.4	2.092	2	0.3514
2	ENSG00000115956	PLEK	0.2261	1.211	-++	Not differentially expressed	30.2	2.865	2	0.2387
7	ENSG00000049540	ELN	0.0001043	3.88	+++	Not differentially expressed	0.0	0.509	2	0.7752
20	ENSG00000124160	NCOA5	0.01912	2.343	+-+	Not differentially expressed	37.9	3.223	2	0.1996
13	ENSG00000188342	GTF2F2	0.2182	-1.231	---	Not differentially expressed	0.0	1.318	2	0.5175
X	ENSG00000131269	ABCB7	0.1609	1.402	+++	Not differentially expressed	0.0	0.209	2	0.9007
16	ENSG00000125107	CNOT1	0.1368	1.488	+++	Not differentially expressed	0.0	1.864	2	0.3937
14	ENSG00000211955	IGHV3-33	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000257915	GLULP5	0.4113	0.822	0++	Not differentially expressed	0.0	0.625	2	0.7315
7	ENSG00000164631	ZNF12	0.119	1.559	+++	Not differentially expressed	0.0	0.387	2	0.824
5	ENSG00000061492	WNT8A	0.0177	-2.372	++-	Not differentially expressed	85.8	14.105	2	0.0008652
3	ENSG00000227339	THRAP3P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000111860	CEP85L	0.004866	-2.816	---	Not differentially expressed	70.4	6.766	2	0.03394
6	ENSG00000220267	ACTBP8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000135250	SRPK2	0.0101	-2.572	---	Not differentially expressed	0.0	0.475	2	0.7885
2	ENSG00000115350	POLE4	0.53	-0.628	--+	Not differentially expressed	66.0	5.883	2	0.05278
12	ENSG00000139725	RHOF	0.8514	0.187	++-	Not differentially expressed	46.5	3.738	2	0.1543
1	ENSG00000232622	AC114482.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000244427	AC105233.1	0.4568	-0.744	0-+	Not differentially expressed	39.8	3.32	2	0.1901
17	ENSG00000141337	ARSG	0.4406	0.771	++-	Not differentially expressed	0.0	0.659	2	0.7192
2	ENSG00000163449	TMEM169	0.0001558	-3.782	---	Not differentially expressed	0.0	0.166	2	0.9205
16	ENSG00000260413	AC025279.1	0.6283	-0.484	-+-	Not differentially expressed	0.0	1.049	2	0.5919
3	ENSG00000163617	CCDC191	0.4212	-0.804	-+-	Not differentially expressed	0.0	0.701	2	0.7045
1	ENSG00000228057	SEC63P1	0.3888	0.862	0+0	Not differentially expressed	3.9	2.081	2	0.3533
2	ENSG00000128683	GAD1	0.0002691	-3.643	---	Not differentially expressed	0.0	0.13	2	0.9369
1	ENSG00000117298	ECE1	8.927e-09	5.75	+++	Upregulated in AD	0.0	0.87	2	0.6473
8	ENSG00000253899	AC067904.2	0.9045	0.12	0+0	Not differentially expressed	0.0	0.04	2	0.98
3	ENSG00000163517	HDAC11	0.5074	0.663	-++	Not differentially expressed	0.0	0.334	2	0.8461
9	ENSG00000230147	AL158071.1	0.1133	1.583	0++	Not differentially expressed	38.3	3.242	2	0.1977
6	ENSG00000276576	MRPL30P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000248871	TNFSF12-TNFSF13	0.6796	-0.413	-+-	Not differentially expressed	0.0	1.531	2	0.465
4	ENSG00000145388	METTL14	0.7647	-0.299	+--	Not differentially expressed	0.0	0.651	2	0.7221
2	ENSG00000236124	HMGN2P23	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000220660	AL023284.3	0.1975	1.289	++-	Not differentially expressed	66.1	5.906	2	0.05218
4	ENSG00000248444	HNRNPA1P65	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000102230	PCYT1B	0.08879	1.702	+-+	Not differentially expressed	0.0	1.144	2	0.5644
X	ENSG00000205755	CRLF2	0.3991	0.843	0++	Not differentially expressed	0.0	0.552	2	0.7586
3	ENSG00000172340	SUCLG2	0.3345	0.965	+++	Not differentially expressed	0.0	0.633	2	0.7288
9	ENSG00000236521	NPAP1P4	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000135837	CEP350	0.04793	1.978	+++	Not differentially expressed	25.1	2.669	2	0.2633
X	ENSG00000277858	H2AFB2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000213889	PPM1N	0.4633	0.733	+-+	Not differentially expressed	65.1	5.735	2	0.05683
1	ENSG00000185278	ZBTB37	0.001792	3.123	+++	Not differentially expressed	0.0	1.305	2	0.5207
6	ENSG00000219409	AL590704.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000233872	AC005033.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000243518	AC108729.2	0.5632	0.578	00+	Not differentially expressed	0.0	0.382	2	0.8263
14	ENSG00000258638	AL389895.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000236190	Z82210.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000173692	PSMD1	0.008143	-2.646	---	Not differentially expressed	0.0	0.165	2	0.921
8	ENSG00000242399	RPS20P23	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000169047	IRS1	0.1249	1.534	+++	Not differentially expressed	14.9	2.35	2	0.3089
4	ENSG00000085871	MGST2	0.5015	0.672	-++	Not differentially expressed	0.0	0.224	2	0.8943
9	ENSG00000224762	CR769776.1	0.9536	0.058	++-	Not differentially expressed	0.0	0.321	2	0.8518
17	ENSG00000240898	AC132942.1	0.05179	1.945	0++	Not differentially expressed	0.0	1.97	2	0.3735
22	ENSG00000196588	MRTFA	0.7417	-0.33	+--	Not differentially expressed	8.7	2.19	2	0.3346
7	ENSG00000224723	GUSBP10	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
15	ENSG00000277561	GOLGA8IP	0.002164	-3.067	---	Not differentially expressed	0.0	0.585	2	0.7465
19	ENSG00000167617	CDC42EP5	0.9114	0.111	00+	Not differentially expressed	0.0	0.014	2	0.993
17	ENSG00000173812	EIF1	0.8474	-0.192	+--	Not differentially expressed	22.7	2.586	2	0.2744
19	ENSG00000125657	TNFSF9	0.001783	-3.124	---	Not differentially expressed	0.0	1.335	2	0.5129
22	ENSG00000198951	NAGA	0.005427	2.781	+++	Not differentially expressed	0.0	0.353	2	0.838
16	ENSG00000260284	TPSP2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
13	ENSG00000134873	CLDN10	0.03426	2.117	+-+	Not differentially expressed	0.0	1.986	2	0.3705
6	ENSG00000095970	TREM2	0.0002477	3.665	+++	Not differentially expressed	0.0	0.139	2	0.933
11	ENSG00000255396	AP000857.1	0.5484	0.6	-++	Not differentially expressed	0.0	0.488	2	0.7835
15	ENSG00000241640	AC092757.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000175756	AURKAIP1	0.1127	-1.586	---	Not differentially expressed	0.0	0.664	2	0.7176
9	ENSG00000279955	AC129778.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000261593	CYP4A27P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
16	ENSG00000167371	PRRT2	0.001234	-3.231	+--	Not differentially expressed	71.7	7.074	2	0.02909
4	ENSG00000156194	PPEF2	0.8232	0.223	+-+	Not differentially expressed	38.5	3.254	2	0.1966
15	ENSG00000183476	SH2D7	0.0007561	3.368	+++	Not differentially expressed	0.0	0.254	2	0.8809
11	ENSG00000255304	OR4A46P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
4	ENSG00000154553	PDLIM3	0.005208	2.794	+++	Not differentially expressed	0.0	0.045	2	0.9776
11	ENSG00000149716	LTO1	0.4166	0.812	++-	Not differentially expressed	54.9	4.436	2	0.1088
17	ENSG00000121068	TBX2	0.003104	2.957	+++	Not differentially expressed	0.0	0.897	2	0.6385
X	ENSG00000129680	MAP7D3	0.02983	2.172	+++	Not differentially expressed	0.0	0.792	2	0.6729
19	ENSG00000277493	AC139769.3	0.6316	0.479	0++	Not differentially expressed	0.0	0.17	2	0.9186
X	ENSG00000225912	AL121871.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000182326	C1S	0.07476	1.782	++-	Not differentially expressed	39.5	3.303	2	0.1917
7	ENSG00000164638	SLC29A4	0.2993	1.038	+-+	Not differentially expressed	71.4	6.997	2	0.03024
19	ENSG00000129911	KLF16	0.7025	-0.382	+--	Not differentially expressed	0.0	1.354	2	0.5083
7	ENSG00000224163	AC025594.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000225662	AC012519.1	0.7359	0.337	0+-	Not differentially expressed	12.3	2.281	2	0.3196
X	ENSG00000234592	AL359845.1	0.7509	0.317	0+0	Not differentially expressed	0.0	0.282	2	0.8683
6	ENSG00000251360	KHDC1P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000214212	C19orf38	0.2055	1.266	+++	Not differentially expressed	22.9	2.594	2	0.2733
17	ENSG00000214822	KRT16P3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000105928	GSDME	0.547	-0.602	++-	Not differentially expressed	78.4	9.257	2	0.00977
14	ENSG00000126804	ZBTB1	0.06761	1.828	-++	Not differentially expressed	10.7	2.24	2	0.3262
Y	ENSG00000229238	PPP1R12BP1	0.9997	0.0	0+0	Not differentially expressed	0.0	0.0	2	1.0
22	ENSG00000230203	Z99714.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000232672	ACTG1P21	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000172985	SH3RF3	0.9952	-0.006	+--	Not differentially expressed	36.4	3.143	2	0.2077
9	ENSG00000188959	C9orf152	0.4705	0.722	0++	Not differentially expressed	0.0	0.193	2	0.9082
11	ENSG00000234857	HNRNPUL2-BSCL2	0.9877	-0.015	+--	Not differentially expressed	72.0	7.134	2	0.02824
19	ENSG00000104921	FCER2	0.2086	1.257	0++	Not differentially expressed	0.0	0.587	2	0.7455
19	ENSG00000244071	RPL9P33	0.9126	-0.11	00-	Not differentially expressed	0.0	0.014	2	0.9932
13	ENSG00000228597	MTND4P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000125630	POLR1B	0.6289	-0.483	-+-	Not differentially expressed	0.0	0.428	2	0.8073
3	ENSG00000277000	DUSP12P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000255587	RAB44	0.1963	-1.292	00-	Not differentially expressed	0.0	1.906	2	0.3856
1	ENSG00000227295	ELL2P1	0.9238	-0.096	0+-	Not differentially expressed	0.0	0.65	2	0.7225
3	ENSG00000270170	NCBP2-AS2	4.373e-05	-4.087	---	Not differentially expressed	0.0	0.011	2	0.9943
3	ENSG00000164081	TEX264	0.4799	-0.706	--+	Not differentially expressed	0.0	0.634	2	0.7283
1	ENSG00000213478	CFL1P2	0.6096	-0.511	00-	Not differentially expressed	0.0	0.298	2	0.8617
6	ENSG00000220920	AL023807.1	0.2528	1.144	0++	Not differentially expressed	41.3	3.407	2	0.182
12	ENSG00000139344	AMDHD1	0.6028	0.52	-+-	Not differentially expressed	38.3	3.243	2	0.1976
20	ENSG00000226948	RPS4XP2	0.8312	-0.213	00-	Not differentially expressed	0.0	0.052	2	0.9744
19	ENSG00000268847	SIGLEC31P	0.985	-0.019	00-	Not differentially expressed	0.0	0.0	2	0.9998
5	ENSG00000214794	KRT18P42	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000112640	PPP2R5D	0.07788	-1.763	+--	Not differentially expressed	24.9	2.665	2	0.2639
15	ENSG00000259350	AC067805.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000188293	IGFL1	0.347	0.94	00+	Not differentially expressed	0.0	1.009	2	0.6037
11	ENSG00000230080	AC139143.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000250535	STK19B	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000010379	SLC6A13	5.484e-05	4.034	+++	Not differentially expressed	0.0	0.171	2	0.9182
22	ENSG00000183628	DGCR6	0.01881	2.349	+++	Not differentially expressed	0.0	0.776	2	0.6783
2	ENSG00000216921	AC131097.2	0.9225	-0.097	--+	Not differentially expressed	60.0	5.004	2	0.08193
19	ENSG00000267640	AC016582.3	0.53	0.628	-+-	Not differentially expressed	27.8	2.77	2	0.2504
1	ENSG00000162729	IGSF8	0.004111	-2.87	---	Not differentially expressed	0.0	0.07	2	0.9656
4	ENSG00000198515	CNGA1	0.3051	1.026	+++	Not differentially expressed	0.0	1.272	2	0.5293
3	ENSG00000154743	TSEN2	0.366	-0.904	-+-	Not differentially expressed	21.0	2.532	2	0.282
15	ENSG00000275674	AC091167.6	0.7421	-0.329	0+-	Not differentially expressed	0.0	0.134	2	0.935
4	ENSG00000138686	BBS7	0.002346	-3.043	---	Not differentially expressed	0.0	0.404	2	0.8172
4	ENSG00000250185	RCC2P8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000178821	TMEM52	0.3251	-0.984	0-+	Not differentially expressed	29.1	2.82	2	0.2441
1	ENSG00000230841	RPL23AP15	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000023191	RNH1	0.1885	1.315	+++	Not differentially expressed	0.0	0.819	2	0.6639
7	ENSG00000106683	LIMK1	0.6775	-0.416	+--	Not differentially expressed	61.3	5.168	2	0.07546
7	ENSG00000244292	OR9N1P	0.8586	0.178	00+	Not differentially expressed	0.0	0.036	2	0.982
5	ENSG00000078795	PKD2L2	0.4744	0.715	++-	Not differentially expressed	23.4	2.612	2	0.2709
10	ENSG00000214435	AS3MT	0.249	1.153	+++	Not differentially expressed	0.0	0.164	2	0.9212
