MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_bh_adjusted	gene_symbol	ensembl_id	chromosome	start_position	regulation
MEIS2|ENSG00000134138	ad	control	687.0	-1.758	0.07881	---+--+---+-+-	0.22639553648068672	MEIS2	ENSG00000134138	15	36889204	Not differentially expressed
ARHGEF12|ENSG00000196914	ad	control	687.0	-0.573	0.5665	-----+++++--+-	0.733418439716312	ARHGEF12	ENSG00000196914	11	120336413	Not differentially expressed
MBD1|ENSG00000141644	ad	control	687.0	0.264	0.7921	-----++++++++-	0.88510673344463	MBD1	ENSG00000141644	18	50266882	Not differentially expressed
SLX9|ENSG00000160256	ad	control	687.0	0.901	0.3677	+++++--++----+	0.5697750347168646	SLX9	ENSG00000160256	21	44940025	Not differentially expressed
SPATA7|ENSG00000042317	ad	control	687.0	3.155	0.001604	++++--++++++++	0.026287438825448615	SPATA7	ENSG00000042317	14	88384924	Not differentially expressed
KSR1|ENSG00000141068	ad	control	687.0	-1.611	0.1071	-----++++--+-+	0.2727762557077626	KSR1	ENSG00000141068	17	27456448	Not differentially expressed
CGNL1|ENSG00000128849	ad	control	687.0	-2.78	0.005433	-----++++-----	0.04875680567879326	CGNL1	ENSG00000128849	15	57375967	Not differentially expressed
APBA2|ENSG00000276495	ad	control	687.0	2.604	0.009209	+++++++--+---+	0.06519645569620253	APBA2	ENSG00000276495	HSCHR15_4_CTG8	1194322	Not differentially expressed
XPO4|ENSG00000132953	ad	control	687.0	2.2	0.02783	+++++----+++++	0.12203944153577662	XPO4	ENSG00000132953	13	20777329	Not differentially expressed
SIPA1L3|ENSG00000105738	ad	control	687.0	-2.756	0.005854	---------+---+	0.0502600170794193	SIPA1L3	ENSG00000105738	19	37907208	Not differentially expressed
TNFAIP2|ENSG00000185215	ad	control	687.0	-2.552	0.01071	----+--------+	0.07037198952879582	TNFAIP2	ENSG00000185215	14	103121476	Not differentially expressed
RGS7BP|ENSG00000186479	ad	control	687.0	2.469	0.01356	+++++----++-++	0.08036741440377804	RGS7BP	ENSG00000186479	5	64506015	Not differentially expressed
SURF2|ENSG00000148291	ad	control	687.0	0.308	0.7577	+++++-----+--+	0.8643685944779004	SURF2	ENSG00000148291	9	133356550	Not differentially expressed
SCIMP|ENSG00000161929	ad	control	687.0	-2.247	0.02464	---------++++-	0.11441146025878003	SCIMP	ENSG00000161929	17	5208920	Not differentially expressed
LAMC1|ENSG00000135862	ad	control	687.0	-4.829	1.37e-06	--------------	0.0011462333333333333	LAMC1	ENSG00000135862	1	183023420	Downregulated in AD
CHRD|ENSG00000090539	ad	control	687.0	0.456	0.6486	+++++----+---+	0.7913408676631425	CHRD	ENSG00000090539	3	184380054	Not differentially expressed
CFAP221|ENSG00000163075	ad	control	687.0	0.73	0.4653	+++++-----+-++	0.6512772898368884	CFAP221	ENSG00000163075	2	119544432	Not differentially expressed
RLIG1|ENSG00000133641	ad	control	687.0	1.112	0.2661	++++-+---++++-	0.4684629142556549	RLIG1	ENSG00000133641	12	88033846	Not differentially expressed
JMY|ENSG00000152409	ad	control	687.0	1.763	0.07794	-++++++++++++-	0.2246677002583979	JMY	ENSG00000152409	5	79236131	Not differentially expressed
MVB12A|ENSG00000141971	ad	control	687.0	-2.79	0.005266	-------++-----	0.04819566089334549	MVB12A	ENSG00000141971	19	17405722	Not differentially expressed
LFNG|ENSG00000106003	ad	control	687.0	-2.832	0.004632	-------------+	0.045131356589147284	LFNG	ENSG00000106003	7	2512529	Not differentially expressed
NFXL1|ENSG00000170448	ad	control	687.0	0.95	0.3423	----+++++++-+-	0.5454200920488811	NFXL1	ENSG00000170448	4	47847233	Not differentially expressed
SLC1A4|ENSG00000115902	ad	control	687.0	0.41	0.6821	++++-----+--++	0.8145930771975736	SLC1A4	ENSG00000115902	2	64988477	Not differentially expressed
DHX38|ENSG00000140829	ad	control	687.0	0.31	0.7565	-----++++--++-	0.8636866045030703	DHX38	ENSG00000140829	16	72093613	Not differentially expressed
PNRC2|ENSG00000189266	ad	control	687.0	-1.138	0.255	-----++++++++-	0.45628230261985386	PNRC2	ENSG00000189266	1	23956839	Not differentially expressed
CIP2A|ENSG00000163507	ad	control	687.0	2.716	0.006599	++++++---+++++	0.053821251015434605	CIP2A	ENSG00000163507	3	108549864	Not differentially expressed
CBARP|ENSG00000099625	ad	control	687.0	-1.27	0.2041	----+-+--+---+	0.40022734375	CBARP	ENSG00000099625	19	1228287	Not differentially expressed
CES4A|ENSG00000172824	ad	control	687.0	2.748	0.006	+++++++--+++++	0.05113752122241086	CES4A	ENSG00000172824	16	66988589	Not differentially expressed
CERT1|ENSG00000113163	ad	control	687.0	1.623	0.1046	++++-+++++++++	0.2685892583120204	CERT1	ENSG00000113163	5	75356345	Not differentially expressed
RNF112|ENSG00000128482	ad	control	687.0	1.904	0.05693	++++++---++-++	0.18515620343375444	RNF112	ENSG00000128482	17	19411125	Not differentially expressed
CCNA1|ENSG00000133101	ad	control	687.0	0.759	0.4477	+++++----+--++	0.6371237420269312	CCNA1	ENSG00000133101	13	36431520	Not differentially expressed
CRACD|ENSG00000109265	ad	control	687.0	0.838	0.4019	-----+++++++++	0.6002790836060695	CRACD	ENSG00000109265	4	56049098	Not differentially expressed
MGME1|ENSG00000125871	ad	control	687.0	-0.367	0.7136	++-+-++-+--++-	0.8350284382284382	MGME1	ENSG00000125871	20	17969018	Not differentially expressed
ARVCF|ENSG00000099889	ad	control	687.0	-1.197	0.2313	-----+++-----+	0.4306847181008902	ARVCF	ENSG00000099889	22	19969896	Not differentially expressed
NIF3L1|ENSG00000196290	ad	control	687.0	3.101	0.001927	+++++--+++++-+	0.028792273402674592	NIF3L1	ENSG00000196290	2	200889327	Not differentially expressed
EGR1|ENSG00000120738	ad	control	687.0	0.553	0.58	+++++----+--++	0.7433239724278785	EGR1	ENSG00000120738	5	138465479	Not differentially expressed
ISYNA1|ENSG00000105655	ad	control	687.0	-4.539	5.665e-06	-----++++-----	0.001604392	ISYNA1	ENSG00000105655	19	18434388	Downregulated in AD
RNF32-DT|ENSG00000182648	ad	control	687.0	-0.57	0.5684	-+-+------++-+	0.734835951583827	RNF32-DT	ENSG00000182648	7	156388922	Not differentially expressed
ACOT1|ENSG00000184227	ad	control	687.0	-1.747	0.08064	----+-+------+	0.2297095035460993	ACOT1	ENSG00000184227	14	73537143	Not differentially expressed
SNPH|ENSG00000101298	ad	control	687.0	-0.603	0.5463	--+-+++--+---+	0.7182501962836952	SNPH	ENSG00000101298	20	1266280	Not differentially expressed
COG5|ENSG00000284369	ad	control	687.0	-0.892	0.3722	++-------++-++	0.5734061684824305	COG5	ENSG00000284369	HG2266_PATCH	47077	Not differentially expressed
RPLP1|ENSG00000137818	ad	control	687.0	-2.56	0.01046	-------++--+--	0.06945661375661376	RPLP1	ENSG00000137818	15	69452814	Not differentially expressed
CCT5|ENSG00000150753	ad	control	687.0	-0.959	0.3376	++++-+---+----	0.5402460949952184	CCT5	ENSG00000150753	5	10249929	Not differentially expressed
ZNF490|ENSG00000188033	ad	control	687.0	-0.484	0.6283	-++-+++--++-+-	0.7778214549938347	ZNF490	ENSG00000188033	19	12576100	Not differentially expressed
VCPIP1|ENSG00000175073	ad	control	687.0	1.074	0.2827	++++-----+++++	0.4851808547008547	VCPIP1	ENSG00000175073	8	66628487	Not differentially expressed
ABCB1|ENSG00000085563	ad	control	687.0	-1.621	0.105	-------++--+--	0.26913454174112844	ABCB1	ENSG00000085563	7	87503017	Not differentially expressed
H1-10|ENSG00000184897	ad	control	687.0	-1.394	0.1632	----+++-+----+	0.3509376740201328	H1-10	ENSG00000184897	3	129314771	Not differentially expressed
ZNF641|ENSG00000167528	ad	control	687.0	-0.448	0.6544	-----++++-+-+-	0.7951573088092934	ZNF641	ENSG00000167528	12	48337180	Not differentially expressed
FRK|ENSG00000111816	ad	control	687.0	1.674	0.0942	++++-+++++++--	0.2527282626100881	FRK	ENSG00000111816	6	115931149	Not differentially expressed
LPXN|ENSG00000110031	ad	control	687.0	-0.245	0.8067	-+-+--+--+++--	0.8937616420216288	LPXN	ENSG00000110031	11	58526871	Not differentially expressed
RPS16|ENSG00000105193	ad	control	687.0	-1.819	0.06898	-------++--+--	0.20882110340669277	RPS16	ENSG00000105193	19	39433137	Not differentially expressed
PARP14|ENSG00000173193	ad	control	687.0	-2.077	0.03781	-------+---+--	0.14379257575757579	PARP14	ENSG00000173193	3	122680839	Not differentially expressed
SERPIND1|ENSG00000099937	ad	control	687.0	-1.951	0.05109	-------+++----	0.1738319350473613	SERPIND1	ENSG00000099937	22	20774113	Not differentially expressed
ZNF638|ENSG00000075292	ad	control	687.0	0.483	0.6289	----+++++++++-	0.7779886643666831	ZNF638	ENSG00000075292	2	71276561	Not differentially expressed
CMSS1|ENSG00000184220	ad	control	687.0	2.041	0.04124	+++++----+++++	0.15172209600586295	CMSS1	ENSG00000184220	3	99817837	Not differentially expressed
NVL|ENSG00000143748	ad	control	687.0	1.573	0.1158	----+++++++-+-	0.28551866404715126	NVL	ENSG00000143748	1	224227334	Not differentially expressed
ZNF37A|ENSG00000075407	ad	control	687.0	0.305	0.7607	-----+++++-+--	0.8664127056154283	ZNF37A	ENSG00000075407	10	38094334	Not differentially expressed
FAM3C|ENSG00000196937	ad	control	687.0	1.844	0.06516	+++++----+++++	0.20191555555555554	FAM3C	ENSG00000196937	7	121348878	Not differentially expressed
DMAP1|ENSG00000178028	ad	control	687.0	1.277	0.2017	+++++++--+---+	0.39746182531894014	DMAP1	ENSG00000178028	1	44213455	Not differentially expressed
IBTK|ENSG00000005700	ad	control	687.0	3.55	0.0003846	+++++--+++++++	0.01253696103896104	IBTK	ENSG00000005700	6	82169986	Not differentially expressed
BLZF1|ENSG00000117475	ad	control	687.0	1.422	0.155	-+++++++-+++++	0.339337112952464	BLZF1	ENSG00000117475	1	169367970	Not differentially expressed
GLB1L3|ENSG00000166105	ad	control	687.0	1.228	0.2194	++++++---++-++	0.4183015571591341	GLB1L3	ENSG00000166105	11	134274245	Not differentially expressed
HYDIN|ENSG00000157423	ad	control	687.0	-1.68	0.09291	-----+++------	0.2504205100671141	HYDIN	ENSG00000157423	16	70802084	Not differentially expressed
BMAL1|ENSG00000133794	ad	control	687.0	-2.19	0.02853	-----+---+--+-	0.1238396887159533	BMAL1	ENSG00000133794	11	13276652	Not differentially expressed
APBA1|ENSG00000276497	ad	control	687.0	1.508	0.1317	+++++----+---+	0.30750418604651164	APBA1	ENSG00000276497	HSCHR9_1_CTG2	21985	Not differentially expressed
SOWAHA|ENSG00000198944	ad	control	687.0	0.266	0.7902	----++++-+--++	0.8837705246741673	SOWAHA	ENSG00000198944	5	132813302	Not differentially expressed
STK16|ENSG00000115661	ad	control	687.0	0.543	0.5872	+----++++++++-	0.7492042190875589	STK16	ENSG00000115661	2	219245455	Not differentially expressed
KHNYN|ENSG00000100441	ad	control	687.0	-1.982	0.04753	-----++++--+--	0.1660528695652174	KHNYN	ENSG00000100441	14	24429286	Not differentially expressed
PLPPR4|ENSG00000117600	ad	control	687.0	1.732	0.08327	+++++----++-++	0.23392020145495243	PLPPR4	ENSG00000117600	1	99264292	Not differentially expressed
HS6ST1|ENSG00000136720	ad	control	687.0	-3.788	0.0001517	------+------+	0.007891544041450777	HS6ST1	ENSG00000136720	2	128236716	Downregulated in AD
BLOC1S4|ENSG00000186222	ad	control	687.0	-2.329	0.01983	-----+---+---+	0.10065379170879676	BLOC1S4	ENSG00000186222	4	6716174	Not differentially expressed
SP4|ENSG00000105866	ad	control	687.0	-0.837	0.4024	-----+-++++++-	0.6009364866874907	SP4	ENSG00000105866	7	21428043	Not differentially expressed
MATCAP2|ENSG00000164542	ad	control	687.0	-0.407	0.6838	-+++-----++-++	0.8159439030187782	MATCAP2	ENSG00000164542	7	36324152	Not differentially expressed
CALCOCO1|ENSG00000012822	ad	control	687.0	-0.996	0.3193	----+++++-----	0.5232204994287579	CALCOCO1	ENSG00000012822	12	53708517	Not differentially expressed
GLIPR1L2|ENSG00000180481	ad	control	687.0	-0.131	0.8957	----+-+-+++-+-	0.945524810765349	GLIPR1L2	ENSG00000180481	12	75391089	Not differentially expressed
TBC1D9|ENSG00000109436	ad	control	687.0	2.471	0.01348	+++++----++-++	0.08012978093546477	TBC1D9	ENSG00000109436	4	140620782	Not differentially expressed
GNPNAT1|ENSG00000100522	ad	control	687.0	-0.279	0.7805	-++--+++-+-++-	0.8785	GNPNAT1	ENSG00000100522	14	52775193	Not differentially expressed
SRPRB|ENSG00000144867	ad	control	687.0	-0.722	0.47	++++-----+-+++	0.6553888888888888	SRPRB	ENSG00000144867	3	133784023	Not differentially expressed
B9D1|ENSG00000108641	ad	control	687.0	0.783	0.4337	+---+----+++++	0.6261645096347426	B9D1	ENSG00000108641	17	19334308	Not differentially expressed
ZNF525|ENSG00000203326	ad	control	687.0	-0.24	0.8105	-----++++-+++-	0.8963022026431717	ZNF525	ENSG00000203326	19	53365693	Not differentially expressed
LYSMD4|ENSG00000183060	ad	control	687.0	2.635	0.008411	+++++++++----+	0.061647065693430654	LYSMD4	ENSG00000183060	15	99715697	Not differentially expressed
CRYZL1|ENSG00000205758	ad	control	687.0	2.489	0.0128	+++++-+++++++-	0.07765075528700907	CRYZL1	ENSG00000205758	21	33589341	Not differentially expressed
NRGN|ENSG00000154146	ad	control	687.0	1.558	0.1191	+++++----+---+	0.29072793581327494	NRGN	ENSG00000154146	11	124739942	Not differentially expressed
IFT56|ENSG00000105948	ad	control	687.0	-0.971	0.3314	-+--+-+-----+-	0.5352728442728443	IFT56	ENSG00000105948	7	139133744	Not differentially expressed
FKBP15|ENSG00000119321	ad	control	687.0	-0.31	0.7566	-----++++--+--	0.8637025582717454	FKBP15	ENSG00000119321	9	113161006	Not differentially expressed
PTGER3|ENSG00000050628	ad	control	687.0	-0.138	0.89	++++-----++-++	0.9427727368643174	PTGER3	ENSG00000050628	1	70852353	Not differentially expressed
WDR20|ENSG00000140153	ad	control	687.0	-0.735	0.4625	-----++-++++--	0.6488960313024036	WDR20	ENSG00000140153	14	102139503	Not differentially expressed
SELENOI|ENSG00000138018	ad	control	687.0	1.561	0.1185	+++++----+++++	0.28975645396980027	SELENOI	ENSG00000138018	2	26308547	Not differentially expressed
CIDEA|ENSG00000176194	ad	control	687.0	0.2	0.8412	-++++--------+	0.9148232235701905	CIDEA	ENSG00000176194	18	12254361	Not differentially expressed
TNIP1|ENSG00000145901	ad	control	687.0	-0.324	0.7458	-----+++++--++	0.856437378474208	TNIP1	ENSG00000145901	5	151029945	Not differentially expressed
FAM168B|ENSG00000152102	ad	control	687.0	1.085	0.2777	++++---++++-0+	0.4811230371009491	FAM168B	ENSG00000152102	2	131047876	Not differentially expressed
SLC32A1|ENSG00000101438	ad	control	687.0	1.277	0.2017	+++++----+---+	0.39746182531894014	SLC32A1	ENSG00000101438	20	38724486	Not differentially expressed
MROH8|ENSG00000292233	ad	control	687.0	0.962	0.3361	-++++-+--++-++	0.5392089456869009	MROH8	ENSG00000292233	HG410_PATCH	10640	Not differentially expressed
THEM4|ENSG00000159445	ad	control	687.0	1.951	0.05111	+++-+-++++-+-+	0.1738319350473613	THEM4	ENSG00000159445	1	151870866	Not differentially expressed
METTL5|ENSG00000138382	ad	control	687.0	1.051	0.2932	++++-++++--++-	0.4971673703766256	METTL5	ENSG00000138382	2	169810081	Not differentially expressed
PIBF1|ENSG00000083535	ad	control	687.0	-0.124	0.9011	----+-+-+-+-++	0.9491044307112181	PIBF1	ENSG00000083535	13	72782133	Not differentially expressed
ZNF432|ENSG00000256087	ad	control	687.0	0.008	0.9934	-+++++-+-++-+-	0.9970744776567029	ZNF432	ENSG00000256087	19	52031378	Not differentially expressed
MPG|ENSG00000103152	ad	control	687.0	-0.978	0.3282	----+----+++++	0.53250290885585	MPG	ENSG00000103152	16	77007	Not differentially expressed
RUVBL2|ENSG00000183207	ad	control	687.0	-0.227	0.8202	--+-+--------+	0.9017529566360054	RUVBL2	ENSG00000183207	19	48993562	Not differentially expressed
TSPYL5|ENSG00000180543	ad	control	687.0	3.332	0.0008634	+++++----+++++	0.01934941071428571	TSPYL5	ENSG00000180543	8	97273488	Not differentially expressed
FNDC5|ENSG00000160097	ad	control	687.0	1.472	0.141	+++++----++-++	0.32020809771544895	FNDC5	ENSG00000160097	1	32862268	Not differentially expressed
PMS1|ENSG00000064933	ad	control	687.0	0.7	0.4838	-++++++--+++++	0.6677234744365036	PMS1	ENSG00000064933	2	189784085	Not differentially expressed
SAMD8|ENSG00000156671	ad	control	687.0	0.545	0.586	+------++-++++	0.7485292620865139	SAMD8	ENSG00000156671	10	75099586	Not differentially expressed
C1QB|ENSG00000173369	ad	control	687.0	-2.628	0.008596	+--------+-+--	0.06220025936599424	C1QB	ENSG00000173369	1	22652762	Not differentially expressed
NAA20|ENSG00000173418	ad	control	687.0	2.524	0.01159	+++++----+++++	0.07355474083438684	NAA20	ENSG00000173418	20	20017310	Not differentially expressed
MGRN1|ENSG00000102858	ad	control	687.0	0.238	0.8119	----+++--+---+	0.8970598591549296	MGRN1	ENSG00000102858	16	4616493	Not differentially expressed
AIMP1|ENSG00000164022	ad	control	687.0	2.423	0.01541	+--+++-++++++-	0.0865381777529346	AIMP1	ENSG00000164022	4	106315544	Not differentially expressed
USP32|ENSG00000170832	ad	control	687.0	4.188	2.815e-05	++++++++++++++	0.00310578021978022	USP32	ENSG00000170832	17	60177327	Upregulated in AD
MT1G|ENSG00000125144	ad	control	687.0	-0.133	0.8945	+----++++-----	0.9447485798443087	MT1G	ENSG00000125144	16	56666730	Not differentially expressed
NPR2|ENSG00000159899	ad	control	687.0	-2.598	0.009367	----------++--	0.06579284916201117	NPR2	ENSG00000159899	9	35791003	Not differentially expressed
THUMPD2|ENSG00000138050	ad	control	687.0	-0.477	0.6334	--+-+++----++-	0.7811492445645498	THUMPD2	ENSG00000138050	2	39736060	Not differentially expressed
NPIPB4|ENSG00000185864	ad	control	687.0	-0.881	0.3786	----++++------	0.579419079548918	NPIPB4	ENSG00000185864	16	21834582	Not differentially expressed
MPEG1|ENSG00000197629	ad	control	687.0	-0.161	0.8718	++-+----+--+-+	0.9324461489293705	MPEG1	ENSG00000197629	11	59208510	Not differentially expressed
SYTL2|ENSG00000137501	ad	control	687.0	2.457	0.014	+++++----++-++	0.08201772594752187	SYTL2	ENSG00000137501	11	85694224	Not differentially expressed
OTULINL|ENSG00000145569	ad	control	687.0	-3.185	0.001446	---+---------+	0.024606508474576273	OTULINL	ENSG00000145569	5	14581792	Not differentially expressed
ATMIN|ENSG00000291953	ad	control	687.0	-0.743	0.4576	+++++-----++--	0.6455897724079798	ATMIN	ENSG00000291953	HG405_PATCH	84081	Not differentially expressed
AMER2|ENSG00000165566	ad	control	687.0	-0.139	0.8894	-----++++-++--	0.9423360067539046	AMER2	ENSG00000165566	13	25161679	Not differentially expressed
FKBPL|ENSG00000204315	ad	control	687.0	1.193	0.2329	++++-++----+-+	0.4323009798484008	FKBPL	ENSG00000204315	6	32128707	Not differentially expressed
DYNC1I2|ENSG00000292102	ad	control	687.0	1.14	0.2543	-++++--+++++--	0.45543560470924016	DYNC1I2	ENSG00000292102	HSCHR2_11_CTG7_2	117582	Not differentially expressed
RABGAP1|ENSG00000011454	ad	control	687.0	2.646	0.008135	+++++++++-+++-	0.06023259587020649	RABGAP1	ENSG00000011454	9	122940833	Not differentially expressed
OTUB1|ENSG00000167770	ad	control	687.0	2.957	0.003106	+++++----++--+	0.03643018691588785	OTUB1	ENSG00000167770	11	63985853	Not differentially expressed
LPCAT1|ENSG00000153395	ad	control	687.0	-2.773	0.005551	------+------+	0.049111964757709244	LPCAT1	ENSG00000153395	5	1456480	Not differentially expressed
CDIPT|ENSG00000103502	ad	control	687.0	-0.215	0.8298	+++++-----+--+	0.9073395774341102	CDIPT	ENSG00000103502	16	29858357	Not differentially expressed
PLIN4|ENSG00000167676	ad	control	687.0	-1.574	0.1154	------+++-++++	0.2850925196850394	PLIN4	ENSG00000167676	19	4502192	Not differentially expressed
ATP6V0E1|ENSG00000113732	ad	control	687.0	-3.653	0.0002588	-----------+--	0.010550096774193548	ATP6V0E1	ENSG00000113732	5	172983771	Not differentially expressed
ORC6|ENSG00000091651	ad	control	687.0	1.512	0.1306	+++-+----+++++	0.3064323440056088	ORC6	ENSG00000091651	16	46689643	Not differentially expressed
GCA|ENSG00000115271	ad	control	687.0	1.468	0.142	+++++---++++++	0.32138863841298465	GCA	ENSG00000115271	2	162318840	Not differentially expressed
